trial	block	stimIndex	Condition	VstimCaption	ISIjitter
254	8	2	letter	letterTarget	178	
255	8	3	letter	g	435	
256	8	4	letter	z	214	
257	8	5	letter	m	269	
258	8	6	letter	t	331	
259	8	7	letter	e	249	
260	8	8	letter	b	366	
261	8	10	letter	p	199	
262	8	1	FFfamiliar	FFfamiliarTarget	366	
263	8	2	FFfamiliar	f	286	
264	8	3	FFfamiliar	d	213	
265	8	4	FFfamiliar	c	214	
266	8	5	FFfamiliar	h	269	
267	8	6	FFfamiliar	g	249	
268	8	7	FFfamiliar	a	178	
269	8	9	FFfamiliar	e	331	
270	8	10	FFfamiliar	b	435	
271	8	1	FFnew	f	199	
272	8	2	FFnew	a	269	
273	8	3	FFnew	FFnewTarget	249	
274	8	4	FFnew	e	213	
275	8	5	FFnew	b	331	
276	8	6	FFnew	c	178	
277	8	7	FFnew	FFnewTarget	214	
278	8	8	FFnew	h	435	
279	8	9	FFnew	g	366	
280	8	10	FFnew	d	286	
281	8	1	FFtrained	c	286	
282	8	2	FFtrained	e	435	
283	8	3	FFtrained	b	178	
284	8	4	FFtrained	g	214	
285	8	5	FFtrained	d	199	
286	8	6	FFtrained	a	249	
287	8	7	FFtrained	h	366	
288	8	8	FFtrained	f	213	
