trial	block	stimIndex	Condition	VstimCaption	ISIjitter
190	3	3	FFfamiliar	b	472	
191	3	5	FFfamiliar	h	118	
192	3	6	FFfamiliar	a	163	
193	3	7	FFfamiliar	d	199	
194	3	8	FFfamiliar	f	257	
195	3	9	FFfamiliar	c	333	
196	3	10	FFfamiliar	b	255	
197	3	11	FFfamiliar	c	408	
198	3	12	FFfamiliar	d	423	
199	3	14	FFfamiliar	f	215	
200	3	15	FFfamiliar	g	164	
201	3	16	FFfamiliar	h	202	
202	3	17	FFfamiliar	g	190	
203	3	18	FFfamiliar	e	283	
204	4	1	FFnew	g	151	
205	4	2	FFnew	h	472	
206	4	3	FFnew	d	333	
207	4	4	FFnew	c	207	
208	4	5	FFnew	FFnewTarget	255	
209	4	6	FFnew	f	118	
210	4	7	FFnew	g	190	
211	4	8	FFnew	a	408	
212	4	9	FFnew	a	164	
213	4	10	FFnew	d	202	
214	4	11	FFnew	f	127	
215	4	12	FFnew	e	257	
216	4	14	FFnew	h	215	
217	4	15	FFnew	b	163	
218	4	16	FFnew	e	283	
219	4	17	FFnew	b	321	
220	4	18	FFnew	c	199	
221	4	1	FFtrained	a	255	
222	4	2	FFtrained	f	199	
223	4	3	FFtrained	f	118	
224	4	4	FFtrained	b	472	
225	4	5	FFtrained	e	215	
226	4	6	FFtrained	c	163	
227	4	7	FFtrained	h	207	
228	4	8	FFtrained	b	190	
229	4	9	FFtrained	d	202	
230	4	11	FFtrained	a	423	
231	4	13	FFtrained	h	333	
232	4	14	FFtrained	d	283	
233	4	15	FFtrained	c	408	
234	4	16	FFtrained	g	164	
235	4	17	FFtrained	g	321	
236	4	18	FFtrained	e	257	
237	4	1	letter	p	333	
238	4	2	letter	e	199	
239	4	3	letter	n	127	
240	4	4	letter	b	257	
241	4	5	letter	q	255	
242	4	6	letter	m	118	
243	4	7	letter	n	215	
244	4	8	letter	d	190	
245	4	9	letter	u	163	
246	4	10	letter	e	207	
247	4	11	letter	q	423	
248	4	12	letter	letterTarget	283	
249	4	13	letter	p	202	
250	4	14	letter	b	164	
251	4	16	letter	m	408	
252	4	17	letter	d	151	
253	4	18	letter	u	472	
254	4	1	FFfamiliar	f	199	
255	4	2	FFfamiliar	d	283	
256	4	3	FFfamiliar	a	151	
257	4	4	FFfamiliar	h	472	
258	4	5	FFfamiliar	b	408	
259	4	6	FFfamiliar	e	163	
260	4	7	FFfamiliar	c	190	
261	4	8	FFfamiliar	FFfamiliarTarget	127	
262	4	9	FFfamiliar	g	255	
263	4	10	FFfamiliar	c	423	
