trial	block	stimIndex	Condition	VstimCaption	ISIjitter	stimOnset
1	1	1	FFfamiliar	b	331	5026	
2	1	2	FFfamiliar	j	286	6117	
3	1	3	FFfamiliar	c	199	7162	
4	1	4	FFfamiliar	e	178	8123	
5	1	5	FFfamiliar	a	366	9051	
6	1	6	FFfamiliar	h	213	10179	
7	1	7	FFfamiliar	f	435	11141	
8	1	8	FFfamiliar	d	214	12334	
9	1	9	FFfamiliar	i	249	13313	
10	1	10	FFfamiliar	g	269	14324	
11	1	1	letter	g	214	18372	
12	1	2	letter	z	249	19347	
13	1	3	letter	a	199	20359	
14	1	4	letter	r	178	21320	
15	1	5	letter	p	331	22249	
16	1	6	letter	t	213	23343	
17	1	7	letter	u	286	24304	
18	1	8	letter	m	269	25349	
19	1	9	letter	e	366	26377	
20	1	10	letter	LetterTarget	435	27504	
21	1	1	FFnew	P	331	33717	
22	1	2	FFnew	Y	366	34799	
23	1	3	FFnew	y	286	35927	
24	1	4	FFnew	w	435	36971	
25	1	5	FFnew	FFnewTarget	213	38165	
26	1	6	FFnew	L	199	39126	
27	1	7	FFnew	K	249	40088	
28	1	8	FFnew	Z	269	41099	
29	1	9	FFnew	b	178	42127	
30	1	10	FFnew	N	214	43056	
31	1	1	FFtrained	E	366	51036	
32	1	2	FFtrained	A	435	52158	
33	1	3	FFtrained	3	286	53352	
34	1	4	FFtrained	FFtrainedTarget	199	54396	
35	1	5	FFtrained	:	213	55358	
36	1	6	FFtrained	FFtrainedTarget	178	56319	
37	1	7	FFtrained	I	249	57249	
38	1	8	FFtrained	0	331	58259	
39	1	9	FFtrained	R	214	59353	
40	1	10	FFtrained	4	269	60331	
41	2	1	FFfamiliar	i	286	70378	
42	2	2	FFfamiliar	a	249	71423	
43	2	3	FFfamiliar	FFfamiliarTarget	331	72434	
44	2	4	FFfamiliar	f	269	73528	
45	2	5	FFfamiliar	h	213	74556	
46	2	6	FFfamiliar	g	214	75518	
47	2	7	FFfamiliar	b	199	76479	
48	2	8	FFfamiliar	j	366	77424	
49	2	9	FFfamiliar	e	178	78552	
50	2	10	FFfamiliar	c	435	79480	
51	2	1	letter	b	249	89693	
52	2	2	letter	r	286	90704	
53	2	3	letter	g	331	91749	
54	2	4	letter	p	435	92843	
55	2	5	letter	z	366	94037	
56	2	6	letter	u	213	95164	
57	2	7	letter	e	199	96126	
58	2	8	letter	m	178	97088	
59	2	9	letter	LetterTarget	214	98016	
60	2	10	letter	t	269	98978	
61	2	1	FFnew	L	214	107008	
62	2	2	FFnew	Z	199	107964	
63	2	3	FFnew	FFnewTarget	249	108925	
64	2	4	FFnew	w	286	109937	
65	2	5	FFnew	P	178	110981	
66	2	6	FFnew	b	366	111909	
67	2	7	FFnew	K	435	113037	
68	2	8	FFnew	Y	331	114231	
69	2	9	FFnew	FFnewTarget	269	115325	
70	2	10	FFnew	k	213	116353	
71	2	1	FFtrained	N	178	122333	
72	2	2	FFtrained	:	249	123250	
73	2	3	FFtrained	A	331	124261	
74	2	4	FFtrained	E	269	125355	
75	2	5	FFtrained	3	286	126383	
76	2	6	FFtrained	V	213	127428	
77	2	7	FFtrained	4	366	128389	
78	2	8	FFtrained	R	435	129517	
79	2	9	FFtrained	0	199	130710	
80	2	10	FFtrained	I	214	131672	
81	3	1	FFfamiliar	c	213	135637	
82	3	2	FFfamiliar	d	331	136596	
83	3	3	FFfamiliar	e	286	137690	
84	3	4	FFfamiliar	FFfamiliarTarget	435	138735	
85	3	5	FFfamiliar	a	178	139929	
86	3	6	FFfamiliar	j	214	140857	
87	3	7	FFfamiliar	i	199	141819	
88	3	8	FFfamiliar	h	366	142764	
89	3	9	FFfamiliar	f	249	143891	
90	3	10	FFfamiliar	b	269	144902	
91	3	1	letter	u	178	152949	
92	3	2	letter	t	214	153872	
93	3	3	letter	a	213	154833	
94	3	4	letter	LetterTarget	269	155778	
95	3	5	letter	g	435	156806	
96	3	6	letter	r	331	158000	
97	3	7	letter	LetterTarget	249	159094	
98	3	8	letter	m	199	160106	
99	3	9	letter	e	366	161067	
100	3	10	letter	z	286	162195	
101	3	1	FFnew	Z	178	166258	
102	3	2	FFnew	K	199	167185	
103	3	3	FFnew	L	366	168147	
104	3	4	FFnew	w	435	169274	
105	3	5	FFnew	P	214	170468	
106	3	6	FFnew	k	269	171446	
107	3	7	FFnew	Y	249	172474	
108	3	8	FFnew	y	286	173485	
109	3	9	FFnew	N	331	174530	
110	3	10	FFnew	b	213	175624	
111	3	1	FFtrained	A	331	185604	
112	3	2	FFtrained	0	213	186699	
113	3	3	FFtrained	V	214	187661	
114	3	4	FFtrained	N	178	188622	
115	3	5	FFtrained	R	366	189550	
116	3	6	FFtrained	I	269	190678	
117	3	7	FFtrained	4	435	191706	
118	3	8	FFtrained	:	286	192900	
119	3	9	FFtrained	3	249	193944	
120	3	10	FFtrained	FFtrainedTarget	199	194955	
121	4	1	FFfamiliar	c	213	200935	
122	4	2	FFfamiliar	j	331	201886	
123	4	3	FFfamiliar	b	286	202980	
124	4	4	FFfamiliar	FFfamiliarTarget	269	204024	
125	4	5	FFfamiliar	f	214	205052	
126	4	6	FFfamiliar	d	249	206014	
127	4	7	FFfamiliar	FFfamiliarTarget	178	207025	
128	4	8	FFfamiliar	e	435	207954	
129	4	9	FFfamiliar	g	366	209147	
130	4	10	FFfamiliar	i	199	210275	
131	4	1	letter	m	214	216255	
132	4	2	letter	a	213	217205	
133	4	3	letter	t	435	218150	
134	4	4	letter	b	249	219344	
135	4	5	letter	z	366	220355	
136	4	6	letter	u	286	221482	
137	4	7	letter	g	178	222527	
138	4	8	letter	r	199	223455	
139	4	9	letter	p	269	224417	
140	4	10	letter	e	331	225445	
141	4	1	FFnew	L	286	235558	
142	4	2	FFnew	P	249	236603	
143	4	3	FFnew	b	214	237614	
144	4	4	FFnew	y	331	238576	
145	4	5	FFnew	Y	435	239653	
146	4	6	FFnew	N	178	240847	
147	4	7	FFnew	k	366	241775	
148	4	8	FFnew	w	213	242903	
149	4	9	FFnew	FFnewTarget	269	243864	
150	4	10	FFnew	K	199	244892	
151	4	1	FFtrained	V	214	248872	
152	4	2	FFtrained	0	286	249833	
153	4	3	FFtrained	R	435	250877	
154	4	4	FFtrained	A	249	252071	
155	4	5	FFtrained	N	366	253083	
156	4	6	FFtrained	FFtrainedTarget	213	254210	
157	4	7	FFtrained	4	269	255171	
158	4	8	FFtrained	I	199	256199	
159	4	9	FFtrained	3	178	257161	
160	4	10	FFtrained	E	331	258089	
161	5	1	FFfamiliar	a	366	266202	
162	5	2	FFfamiliar	e	214	267324	
163	5	3	FFfamiliar	d	331	268286	
164	5	4	FFfamiliar	FFfamiliarTarget	178	269380	
165	5	5	FFfamiliar	i	435	270309	
166	5	6	FFfamiliar	j	269	271502	
167	5	7	FFfamiliar	h	199	272530	
168	5	8	FFfamiliar	f	286	273492	
169	5	9	FFfamiliar	b	213	274536	
170	5	10	FFfamiliar	g	249	275498	
171	5	1	letter	m	331	285528	
172	5	2	letter	a	199	286623	
173	5	3	letter	z	366	287584	
174	5	4	letter	u	286	288712	
175	5	5	letter	LetterTarget	178	289756	
176	5	6	letter	g	269	290684	
177	5	7	letter	LetterTarget	435	291712	
178	5	8	letter	t	249	292906	
179	5	9	letter	r	213	293917	
180	5	10	letter	b	214	294879	
181	5	1	FFnew	L	199	298844	
182	5	2	FFnew	K	435	299803	
183	5	3	FFnew	P	366	300997	
184	5	4	FFnew	k	213	302124	
185	5	5	FFnew	Y	249	303086	
186	5	6	FFnew	w	214	304097	
187	5	7	FFnew	Z	178	305059	
188	5	8	FFnew	b	269	305971	
189	5	9	FFnew	N	286	306999	
190	5	10	FFnew	y	331	308043	
191	5	1	FFtrained	V	178	314156	
192	5	2	FFtrained	R	269	315073	
193	5	3	FFtrained	E	214	316101	
194	5	4	FFtrained	:	435	317062	
195	5	5	FFtrained	I	199	318239	
196	5	6	FFtrained	N	366	319201	
197	5	7	FFtrained	A	213	320328	
198	5	8	FFtrained	FFtrainedTarget	331	321290	
199	5	9	FFtrained	4	249	322384	
200	5	10	FFtrained	0	286	323395	
201	6	1	FFfamiliar	b	331	331459	
202	6	2	FFfamiliar	e	366	332547	
203	6	3	FFfamiliar	FFfamiliarTarget	199	333675	
204	6	4	FFfamiliar	d	286	334636	
205	6	5	FFfamiliar	g	249	335681	
206	6	6	FFfamiliar	f	269	336692	
207	6	7	FFfamiliar	h	213	337720	
208	6	8	FFfamiliar	i	178	338682	
209	6	9	FFfamiliar	FFfamiliarTarget	435	339610	
210	6	10	FFfamiliar	j	214	340804	
211	6	1	letter	g	331	348768	
212	6	2	letter	b	214	349856	
213	6	3	letter	z	366	350818	
