trial	block	stimIndex	Condition	VstimCaption	ISIjitter	stimOnset
1	1	1	FFnew	L	213	5017	
2	1	2	FFnew	b	199	5976	
3	1	3	FFnew	Y	366	6921	
4	1	4	FFnew	w	286	8049	
5	1	5	FFnew	Z	331	9093	
6	1	6	FFnew	k	249	10187	
7	1	7	FFnew	y	178	11199	
8	1	8	FFnew	N	435	12127	
9	1	9	FFnew	P	214	13321	
10	1	10	FFnew	K	269	14283	
11	1	1	FFfamiliar	f	214	18314	
12	1	2	FFfamiliar	d	286	19273	
13	1	3	FFfamiliar	e	213	20318	
14	1	4	FFfamiliar	h	435	21279	
15	1	5	FFfamiliar	b	249	22473	
16	1	6	FFfamiliar	g	269	23484	
17	1	7	FFfamiliar	c	178	24512	
18	1	8	FFfamiliar	i	199	25441	
19	1	9	FFfamiliar	a	366	26402	
20	1	10	FFfamiliar	FFfamiliarTarget	331	27530	
21	1	1	FFtrained	®	286	33642	
22	1	2	FFtrained	V	435	34675	
23	1	3	FFtrained	A	269	35869	
24	1	4	FFtrained	I	249	36897	
25	1	5	FFtrained	0	199	37908	
26	1	6	FFtrained	E	213	38870	
27	1	7	FFtrained	:	331	39831	
28	1	8	FFtrained	3	366	40926	
29	1	9	FFtrained	FFtrainedTarget	178	42053	
30	1	10	FFtrained	R	214	42982	
31	1	1	letter	r	366	50963	
32	1	2	letter	a	178	52083	
33	1	3	letter	b	331	53012	
34	1	4	letter	LetterTarget	199	54106	
35	1	5	letter	e	269	55068	
36	1	6	letter	LetterTarget	213	56095	
37	1	7	letter	m	214	57057	
38	1	8	letter	z	286	58019	
39	1	9	letter	g	435	59047	
40	1	10	letter	p	249	60241	
41	2	1	FFnew	y	435	70270	
42	2	2	FFnew	Y	214	71465	
43	2	3	FFnew	b	178	72426	
44	2	4	FFnew	w	199	73338	
45	2	5	FFnew	Z	331	74300	
46	2	6	FFnew	N	249	75394	
47	2	7	FFnew	FFnewTarget	213	76405	
48	2	8	FFnew	k	286	77367	
49	2	9	FFnew	K	366	78411	
50	2	10	FFnew	P	269	79539	
51	2	1	FFfamiliar	b	178	89585	
52	2	2	FFfamiliar	c	199	90514	
53	2	3	FFfamiliar	FFfamiliarTarget	286	91476	
54	2	4	FFfamiliar	f	214	92520	
55	2	5	FFfamiliar	g	249	93482	
56	2	6	FFfamiliar	j	331	94477	
57	2	7	FFfamiliar	i	213	95571	
