trial	block	stimIndex	Condition	VstimCaption	ISIjitter	stimOnset
1	1	1	FFtrained	V	331	5015	
2	1	2	FFtrained	:	249	6107	
3	1	3	FFtrained	E	435	7119	
4	1	4	FFtrained	N	199	8312	
5	1	5	FFtrained	A	178	9274	
6	1	6	FFtrained	R	269	10202	
7	1	7	FFtrained	0	366	11230	
8	1	8	FFtrained	I	213	12358	
9	1	9	FFtrained	3	214	13320	
10	1	10	FFtrained	4	286	14281	
11	1	1	FFnew	Z	214	18344	
12	1	2	FFnew	K	269	19305	
13	1	3	FFnew	k	435	20332	
14	1	4	FFnew	Y	366	21526	
15	1	5	FFnew	P	249	22654	
16	1	6	FFnew	b	178	23665	
17	1	7	FFnew	L	213	24593	
18	1	8	FFnew	FFnewTarget	331	25555	
19	1	9	FFnew	y	286	26649	
20	1	10	FFnew	N	199	27694	
21	1	1	FFfamiliar	c	213	33676	
22	1	2	FFfamiliar	e	366	34624	
23	1	3	FFfamiliar	j	249	35751	
24	1	4	FFfamiliar	f	178	36763	
25	1	5	FFfamiliar	i	286	37691	
26	1	6	FFfamiliar	g	214	38736	
27	1	7	FFfamiliar	a	331	39697	
28	1	8	FFfamiliar	FFfamiliarTarget	269	40792	
29	1	9	FFfamiliar	b	199	41819	
30	1	10	FFfamiliar	h	435	42781	
31	1	1	letter	m	199	50995	
32	1	2	letter	a	214	51949	
33	1	3	letter	b	249	52911	
34	1	4	letter	LetterTarget	213	53922	
35	1	5	letter	z	366	54884	
36	1	6	letter	LetterTarget	178	56011	
37	1	7	letter	r	286	56940	
38	1	8	letter	g	435	57984	
39	1	9	letter	u	269	59178	
40	1	10	letter	t	331	60206	
41	2	1	FFtrained	V	213	70318	
42	2	2	FFtrained	R	435	71281	
43	2	3	FFtrained	A	286	72474	
44	2	4	FFtrained	FFtrainedTarget	331	73519	
45	2	5	FFtrained	I	249	74613	
46	2	6	FFtrained	N	214	75624	
47	2	7	FFtrained	0	199	76586	
48	2	8	FFtrained	:	178	77548	
49	2	9	FFtrained	4	366	78476	
50	2	10	FFtrained	3	269	79603	
51	2	1	FFnew	k	366	89650	
52	2	2	FFnew	L	286	90778	
53	2	3	FFnew	w	199	91822	
54	2	4	FFnew	N	178	92784	
55	2	5	FFnew	Z	213	93712	
56	2	6	FFnew	FFnewTarget	269	94674	
57	2	7	FFnew	Y	214	95702	
58	2	8	FFnew	K	331	96664	
59	2	9	FFnew	y	435	97758	
60	2	10	FFnew	P	249	98952	
61	2	1	FFfamiliar	a	269	106981	
62	2	2	FFfamiliar	c	178	108004	
