trial	block	stimIndex	Condition	VstimCaption	ISIjitter
191	3	2	FFfamiliar	FFfamiliarTarget	151	
192	3	3	FFfamiliar	b	164	
193	3	4	FFfamiliar	e	202	
194	3	5	FFfamiliar	g	127	
195	3	6	FFfamiliar	d	283	
196	3	7	FFfamiliar	f	199	
197	3	8	FFfamiliar	a	321	
198	3	9	FFfamiliar	h	255	
199	3	10	FFfamiliar	c	207	
200	3	11	FFfamiliar	c	408	
201	3	12	FFfamiliar	a	333	
202	3	13	FFfamiliar	g	118	
203	3	14	FFfamiliar	d	472	
204	3	15	FFfamiliar	h	163	
205	3	16	FFfamiliar	e	423	
206	3	18	FFfamiliar	f	215	
207	4	1	FFfamiliar	d	423	
208	4	2	FFfamiliar	e	408	
209	4	3	FFfamiliar	e	163	
210	4	4	FFfamiliar	b	207	
211	4	5	FFfamiliar	a	472	
212	4	6	FFfamiliar	f	215	
213	4	7	FFfamiliar	h	321	
214	4	8	FFfamiliar	h	199	
215	4	9	FFfamiliar	g	333	
216	4	10	FFfamiliar	c	202	
217	4	11	FFfamiliar	a	127	
218	4	12	FFfamiliar	FFfamiliarTarget	255	
219	4	13	FFfamiliar	b	190	
220	4	14	FFfamiliar	g	257	
221	4	15	FFfamiliar	FFfamiliarTarget	164	
222	4	16	FFfamiliar	d	118	
223	4	17	FFfamiliar	c	283	
224	4	18	FFfamiliar	f	151	
225	4	1	FFnew	d	423	
226	4	2	FFnew	FFnewTarget	255	
227	4	3	FFnew	e	257	
228	4	4	FFnew	a	215	
229	4	5	FFnew	FFnewTarget	202	
230	4	6	FFnew	g	333	
231	4	7	FFnew	a	207	
232	4	8	FFnew	f	283	
233	4	9	FFnew	d	190	
234	4	10	FFnew	f	199	
235	4	11	FFnew	c	408	
236	4	12	FFnew	e	151	
237	4	13	FFnew	c	472	
238	4	14	FFnew	h	127	
239	4	15	FFnew	b	163	
240	4	16	FFnew	b	118	
241	4	17	FFnew	g	164	
242	4	18	FFnew	h	321	
243	4	1	FFtrained	a	190	
244	4	2	FFtrained	d	127	
245	4	3	FFtrained	d	207	
246	4	4	FFtrained	h	118	
247	4	5	FFtrained	a	472	
248	4	6	FFtrained	c	215	
249	4	7	FFtrained	g	163	
250	4	8	FFtrained	c	164	
251	4	9	FFtrained	b	199	
252	4	10	FFtrained	h	333	
253	4	11	FFtrained	FFtrainedTarget	202	
254	4	12	FFtrained	f	283	
255	4	13	FFtrained	e	255	
256	4	14	FFtrained	f	423	
257	4	16	FFtrained	g	321	
258	4	17	FFtrained	e	151	
259	4	18	FFtrained	b	408	
260	4	1	letter	d	283	
261	4	2	letter	b	190	
262	4	3	letter	n	163	
263	4	4	letter	u	202	
264	4	5	letter	m	472	
265	4	6	letter	e	423	
266	4	8	letter	e	333	
267	4	9	letter	u	207	
268	4	10	letter	p	257	
269	4	11	letter	m	118	
270	4	12	letter	n	321	
271	4	14	letter	p	215	
272	4	15	letter	q	164	
273	4	16	letter	b	199	
274	4	17	letter	d	127	
275	4	18	letter	q	151	
276	5	1	FFfamiliar	g	215	
277	5	2	FFfamiliar	d	118	
278	5	3	FFfamiliar	b	164	
279	5	4	FFfamiliar	e	207	
280	5	7	FFfamiliar	h	283	
281	5	8	FFfamiliar	d	257	
282	5	9	FFfamiliar	c	472	
283	5	10	FFfamiliar	a	255	
284	5	11	FFfamiliar	f	151	
285	5	12	FFfamiliar	f	423	
286	5	13	FFfamiliar	e	163	
287	5	14	FFfamiliar	a	190	
288	5	15	FFfamiliar	c	408	
289	5	16	FFfamiliar	b	333	
290	5	17	FFfamiliar	g	199	
291	5	18	FFfamiliar	h	127	
292	5	1	letter	p	127	
293	5	2	letter	q	423	
294	5	4	letter	d	202	
295	5	5	letter	n	408	
296	5	6	letter	u	283	
297	5	7	letter	n	163	
298	5	8	letter	e	164	
299	5	9	letter	e	118	
