block	trial	vStims	aStim	resp	rt	fb	iti	feedJitter	vSymbols	aFile	stimOnset	respOnset	feedbackOnset
1	1	3_6	3	2	1876	0	2532	2173	V_5	t_2_1_loudCheck.wav	14628	16504	19332
1	2	6_8	6	2	1930	0	2954	1066	5_¯	in_short_2_1_loudCheck.wav	24304	26234	27897
1	3	2_1	2	1	1515	1	3740	2151	R_N	e_short_2_2.wav	33656	35171	38336
1	4	1_7	1	1	1680	1	2871	2130	N_®	a_short_2_2.wav	43230	44910	47886
1	5	4_5	5	2	1154	1	2035	2220	4_3_switched	b_2_1.wav	51949	53103	56693
1	6	2_1	2	1	1320	1	2335	2582	R_N	e_short_2_2.wav	61050	62370	66157
1	7	5_2	5	1	1262	1	3200	1320	4_R	b_2_1.wav	71386	72648	75238
1	8	6_4	4	1	1458	0	2458	1146	3_5_switched	l_2_2_loudCheck.wav	79712	81170	83379
1	9	1_5	1	1	703	1	2925	2189	N_4	a_short_2_2.wav	88326	89029	93038
1	10	4_3	3	2	1469	1	2911	2924	V_3_switched	t_2_1_loudCheck.wav	97968	99437	103411
1	11	5_2	5	1	1185	1	2881	1628	4_R	b_2_1.wav	108314	109499	112475
1	12	1_4	4	2	868	1	2219	1670	3_N_switched	l_2_2_loudCheck.wav	116721	117589	120915
1	13	2_8	2	1	1081	1	1927	1465	R_¯	e_short_2_2.wav	124860	125941	128874
1	14	4_6	4	1	754	1	2364	1582	3_5	l_2_2_loudCheck.wav	133260	134014	137372
1	15	2_3	3	2	1195	1	2632	1453	V_R_switched	t_2_1_loudCheck.wav	142027	143222	146010
1	16	4_6	4	1	726	1	3066	2754	3_5	l_2_2_loudCheck.wav	151093	151819	156380
1	17	4_6	6	2	951	1	2221	2123	5_3_switched	in_short_2_1_loudCheck.wav	160625	161576	165287
1	18	3_5	3	1	977	1	3581	2898	V_4	t_2_1_loudCheck.wav	170886	171863	176304
1	19	1_8	1	1	796	1	2503	2324	N_¯	a_short_2_2.wav	180838	181634	185687
1	20	7_6	6	2	977	1	2466	2576	5_®_switched	in_short_2_1_loudCheck.wav	190171	191148	195276
1	21	1_3	1	1	679	1	2639	2041	N_V	a_short_2_2.wav	199933	200612	204497
1	22	4_3	3	1	817	0	1852	1639	V_3_switched	t_2_1_loudCheck.wav	208365	209182	212527
1	23	5_8	5	1	1316	1	2841	1509	4_¯	b_2_1.wav	217384	218700	221415
1	24	3_4	4	2	1043	1	1889	1395	3_V_switched	l_2_2_loudCheck.wav	225333	226376	229247
1	25	4_6	6	2	1068	1	3315	1289	5_3_switched	in_short_2_1_loudCheck.wav	234587	235655	238394
1	26	5_1	1	2	941	1	2182	2131	N_4_switched	a_short_2_2.wav	242607	243548	247282
1	27	2_6	6	2	1099	1	2720	1599	5_R_switched	in_short_2_1_loudCheck.wav	252029	253128	256154
1	28	3_1	1	2	916	1	2671	2422	N_V_switched	a_short_2_2.wav	260847	261763	265794
1	29	4_5	4	1	895	1	2986	2035	3_4	l_2_2_loudCheck.wav	270801	271696	275365
1	30	1_3	1	1	1001	1	2350	1105	N_V	a_short_2_2.wav	279737	280738	283369
1	31	7_6	6	2	812	1	2195	2341	5_®_switched	in_short_2_1_loudCheck.wav	287594	288406	292467
1	32	5_2	5	1	1035	1	2448	2619	4_R	b_2_1.wav	296933	297968	302082
1	33	3_7	3	1	736	1	1738	1796	V_®	t_2_1_loudCheck.wav	305845	306581	310160
1	34	4_6	4	1	895	1	3387	2602	3_5	l_2_2_loudCheck.wav	315574	316469	320705
1	35	6_3	6	1	1417	1	2134	1654	5_V	in_short_2_1_loudCheck.wav	324864	326281	329044
1	36	5_2	2	2	1710	1	2678	1795	R_4_switched	e_short_2_2.wav	333740	335450	338053
1	37	5_1	5	1	1196	1	2786	2155	4_N	b_2_1.wav	342866	344062	347548
1	38	6_3	3	2	851	1	2010	1718	V_5_switched	t_2_1_loudCheck.wav	351578	352429	355828
1	39	7_2	2	2	1006	1	1991	1380	R_®_switched	e_short_2_2.wav	359840	360846	363737
1	40	3_1	3	1	875	1	2334	1656	V_N	t_2_1_loudCheck.wav	368095	368970	372294
1	41	2_5	2	1	1414	1	3114	1996	R_4	e_short_2_2.wav	377424	378838	381954
1	42	1_5	5	2	921	1	2885	1779	4_N_switched	b_2_1.wav	386867	387788	391175
1	43	8_2	2	2	1023	1	2269	1855	R_¯_switched	e_short_2_2.wav	395471	396494	399867
1	44	7_1	1	2	889	1	2670	899	N_®_switched	a_short_2_2.wav	404555	405444	407980
1	45	4_5	5	2	961	1	2836	2403	4_3_switched	b_2_1.wav	412834	413795	417765
1	46	3_2	2	2	856	1	1760	1574	R_V_switched	e_short_2_2.wav	421548	422404	425652
1	47	8_4	4	2	855	1	1615	2244	3_¯_switched	l_2_2_loudCheck.wav	429298	430153	434067
1	48	2_6	6	2	1288	1	2586	1592	5_R_switched	in_short_2_1_loudCheck.wav	438684	439972	442819
