trial	block	stimIndex	Condition	VstimCaption	ISIjitter	stimOnset
1	1	1	FFfamiliar	a	331	5022	
2	1	2	FFfamiliar	f	249	6112	
3	1	3	FFfamiliar	d	269	7123	
4	1	4	FFfamiliar	c	435	8151	
5	1	5	FFfamiliar	h	178	9345	
6	1	6	FFfamiliar	j	366	10273	
7	1	7	FFfamiliar	i	199	11401	
8	1	8	FFfamiliar	e	286	12362	
9	1	9	FFfamiliar	g	214	13407	
10	1	10	FFfamiliar	b	213	14368	
11	1	1	FFtrained	R	178	18333	
12	1	2	FFtrained	A	331	19259	
13	1	3	FFtrained	:	435	20353	
14	1	4	FFtrained	0	214	21547	
15	1	5	FFtrained	V	249	22509	
16	1	6	FFtrained	®	199	23503	
17	1	7	FFtrained	FFtrainedTarget	269	24465	
18	1	8	FFtrained	N	213	25493	
19	1	9	FFtrained	3	286	26455	
20	1	10	FFtrained	I	366	27499	
21	1	1	letter	b	269	33647	
22	1	2	letter	g	331	34661	
23	1	3	letter	r	199	35755	
24	1	4	letter	e	249	36717	
25	1	5	letter	t	178	37728	
26	1	6	letter	u	366	38657	
27	1	7	letter	z	213	39784	
28	1	8	letter	p	214	40746	
29	1	9	letter	LetterTarget	435	41707	
30	1	10	letter	m	286	42885	
31	1	1	FFnew	t	366	50949	
32	1	2	FFnew	f	178	52070	
33	1	3	FFnew	FFnewTarget	199	52998	
34	1	4	FFnew	j	286	53960	
35	1	5	FFnew	c	213	55004	
36	1	6	FFnew	q	269	55966	
37	1	7	FFnew	t	214	56994	
38	1	8	FFnew	u	331	57955	
39	1	9	FFnew	FFnewTarget	249	59033	
40	1	10	FFnew	h	435	60044	
41	2	1	FFfamiliar	e	214	70257	
42	2	2	FFfamiliar	a	435	71219	
43	2	3	FFfamiliar	c	213	72396	
44	2	4	FFfamiliar	b	269	73357	
45	2	5	FFfamiliar	h	178	74385	
46	2	6	FFfamiliar	d	331	75314	
47	2	7	FFfamiliar	i	199	76408	
48	2	8	FFfamiliar	j	249	77370	
49	2	9	FFfamiliar	g	366	78381	
50	2	10	FFfamiliar	FFfamiliarTarget	286	79508	
51	2	1	FFtrained	I	249	89571	
52	2	2	FFtrained	A	366	90583	
53	2	3	FFtrained	E	199	91711	
54	2	4	FFtrained	FFtrainedTarget	331	92672	
55	2	5	FFtrained	3	269	93767	
56	2	6	FFtrained	V	435	94794	
57	2	7	FFtrained	N	286	95988	
58	2	8	FFtrained	R	213	97033	
59	2	9	FFtrained	:	214	97994	
60	2	10	FFtrained	0	178	98956	
61	2	1	letter	u	199	106886	
62	2	2	letter	p	435	107842	
63	2	3	letter	a	178	109036	
64	2	4	letter	LetterTarget	286	109964	
65	2	5	letter	e	213	111009	
66	2	6	letter	g	331	111971	
67	2	7	letter	LetterTarget	214	113065	
68	2	8	letter	t	249	114027	
69	2	9	letter	r	269	115038	
70	2	10	letter	b	366	116066	
71	2	1	FFnew	j	178	122212	
72	2	2	FFnew	h	435	123129	
73	2	3	FFnew	t	214	124322	
