trial	block	stimIndex	Condition	VstimCaption	ISIjitter	stimOnset
1	1	1	FFnew	l	178	5035	
2	1	2	FFnew	q	213	5961	
3	1	3	FFnew	j	366	6922	
4	1	4	FFnew	t	269	8050	
5	1	5	FFnew	c	286	9078	
6	1	6	FFnew	u	331	10122	
7	1	7	FFnew	h	249	11217	
8	1	8	FFnew	p	435	12228	
9	1	9	FFnew	t	214	13422	
10	1	10	FFnew	f	199	14383	
11	1	1	FFtrained	:	269	18388	
12	1	2	FFtrained	I	214	19407	
13	1	3	FFtrained	4	331	20368	
14	1	4	FFtrained	A	435	21463	
15	1	5	FFtrained	FFtrainedTarget	249	22656	
16	1	6	FFtrained	R	213	23668	
17	1	7	FFtrained	N	366	24629	
18	1	8	FFtrained	V	286	25757	
19	1	9	FFtrained	3	178	26801	
20	1	10	FFtrained	E	199	27730	
21	1	1	letter	r	178	33712	
22	1	2	letter	m	366	34627	
23	1	3	letter	g	286	35754	
24	1	4	letter	LetterTarget	331	36798	
25	1	5	letter	p	199	37893	
26	1	6	letter	e	249	38854	
27	1	7	letter	a	269	39866	
28	1	8	letter	u	435	40894	
29	1	9	letter	t	213	42087	
30	1	10	letter	b	214	43049	
31	1	1	FFfamiliar	i	199	51042	
32	1	2	FFfamiliar	c	331	52002	
33	1	3	FFfamiliar	FFfamiliarTarget	366	53096	
34	1	4	FFfamiliar	g	249	54224	
35	1	5	FFfamiliar	d	286	55235	
36	1	6	FFfamiliar	a	269	56279	
37	1	7	FFfamiliar	h	214	57307	
38	1	8	FFfamiliar	f	178	58269	
39	1	9	FFfamiliar	FFfamiliarTarget	435	59181	
40	1	10	FFfamiliar	e	213	60374	
41	2	1	FFnew	p	214	70354	
42	2	2	FFnew	u	286	71317	
43	2	3	FFnew	t	199	72361	
44	2	4	FFnew	l	435	73323	
45	2	5	FFnew	f	269	74516	
46	2	6	FFnew	t	331	75544	
47	2	7	FFnew	j	366	76638	
48	2	8	FFnew	c	249	77766	
49	2	9	FFnew	FFnewTarget	178	78777	
50	2	10	FFnew	h	213	79706	
51	2	1	FFtrained	0	331	89686	
52	2	2	FFtrained	4	213	90781	
53	2	3	FFtrained	A	286	91742	
54	2	4	FFtrained	E	435	92787	
55	2	5	FFtrained	3	269	93980	
