block	trial	Vstim	Astim	match	C/I	resp	result	RT	fb	V-file	A-file

LR

0	1	2	3	1	C	0	0	0	0	Ⴞ	cut_oo.wav
0	2	1	1	1	C	2	1	742	1	Ⴉ	cut_g.wav
0	3	1	2	0	C	1	1	882	1	Ⴉ	cut_eeuw.wav
0	4	2	4	0	C	2	0	832	0	Ⴞ	cut_ee.wav
0	5	2	4	0	C	1	1	869	1	Ⴞ	cut_ee.wav
0	6	1	1	1	C	2	1	844	1	Ⴉ	cut_g.wav
0	7	2	3	1	C	1	0	389	0	Ⴞ	cut_oo.wav
0	8	1	2	0	C	2	0	813	0	Ⴉ	cut_eeuw.wav
0	9	2	4	0	C	1	1	1043	1	Ⴞ	cut_ee.wav
0	10	1	2	0	C	1	1	827	1	Ⴉ	cut_eeuw.wav
0	11	2	3	1	C	1	0	536	0	Ⴞ	cut_oo.wav
0	12	1	1	1	C	1	0	439	0	Ⴉ	cut_g.wav
0	13	2	3	1	C	2	1	569	1	Ⴞ	cut_oo.wav
0	14	1	2	0	C	2	0	531	0	Ⴉ	cut_eeuw.wav
0	15	2	4	0	C	1	1	656	1	Ⴞ	cut_ee.wav
0	16	1	1	1	C	1	0	1081	0	Ⴉ	cut_g.wav
0	17	2	3	1	C	1	0	1371	0	Ⴞ	cut_oo.wav
0	18	1	2	0	C	2	0	935	0	Ⴉ	cut_eeuw.wav
0	19	2	4	0	C	0	0	0	0	Ⴞ	cut_ee.wav
0	20	1	1	1	C	2	1	172	1	Ⴉ	cut_g.wav
0	21	1	1	1	C	2	1	614	1	Ⴉ	cut_g.wav
0	22	1	2	0	C	2	0	1955	0	Ⴉ	cut_eeuw.wav
0	23	2	3	1	C	1	0	1273	0	Ⴞ	cut_oo.wav
0	24	2	4	0	C	2	0	1319	0	Ⴞ	cut_ee.wav
0	25	1	1	1	C	1	0	1000	0	Ⴉ	cut_g.wav
0	26	1	2	0	C	2	0	440	0	Ⴉ	cut_eeuw.wav
0	27	2	3	1	C	2	1	777	1	Ⴞ	cut_oo.wav
0	28	2	4	0	C	2	0	621	0	Ⴞ	cut_ee.wav
0	29	1	1	1	C	2	1	492	1	Ⴉ	cut_g.wav
0	30	2	4	0	C	1	1	827	1	Ⴞ	cut_ee.wav
avg_resp = 716
1	1	2	1	0	C	1	1	1041	1	Ⴥ	cut_k.wav
1	2	4	3	2	I	2	0	926	1	Ⴟ	cut_a.wav
1	3	1	2	0	C	1	1	556	1	Ⴊ	cut_u.wav
1	4	3	3	2	I	1	0	593	0	Ⴞ	cut_a.wav
1	5	2	2	1	C	2	1	603	1	Ⴥ	cut_u.wav
1	6	4	4	2	I	1	0	870	0	Ⴟ	cut_o.wav
1	7	1	1	1	C	2	1	906	1	Ⴊ	cut_k.wav
1	8	3	4	2	I	1	0	819	0	Ⴞ	cut_o.wav
1	9	2	1	0	C	2	0	704	0	Ⴥ	cut_k.wav
1	10	3	4	2	I	1	0	1096	1	Ⴞ	cut_o.wav
1	11	4	3	2	I	1	0	357	1	Ⴟ	cut_a.wav
1	12	1	1	1	C	2	1	771	1	Ⴊ	cut_k.wav
1	13	3	3	2	I	1	0	712	0	Ⴞ	cut_a.wav
1	14	2	2	1	C	2	1	710	1	Ⴥ	cut_u.wav
1	15	1	2	0	C	2	0	511	0	Ⴊ	cut_u.wav
1	16	4	4	2	I	2	0	767	1	Ⴟ	cut_o.wav
