trial	block	stimIndex	Condition	VstimCaption	ISIjitter
1	1	1	letter	e	164	
2	1	2	letter	p	472	
3	1	3	letter	t	127	
4	1	4	letter	g	207	
5	1	5	letter	u	321	
6	1	6	letter	u	333	
7	1	7	letter	s	199	
8	1	8	letter	e	255	
9	1	9	letter	b	190	
10	1	10	letter	z	423	
11	1	11	letter	m	151	
12	1	12	letter	m	408	
13	1	13	letter	p	257	
14	1	14	letter	letterTarget	163	
15	1	15	letter	t	215	
16	1	16	letter	b	202	
17	1	17	letter	z	118	
18	1	1	FFfamiliar	f	151	
19	1	2	FFfamiliar	h	202	
20	1	3	FFfamiliar	c	255	
21	1	4	FFfamiliar	g	283	
22	1	5	FFfamiliar	d	164	
23	1	6	FFfamiliar	b	118	
24	1	7	FFfamiliar	FFfamiliarTarget	215	
25	1	8	FFfamiliar	c	199	
26	1	9	FFfamiliar	g	207	
27	1	10	FFfamiliar	d	333	
28	1	11	FFfamiliar	h	423	
29	1	12	FFfamiliar	f	321	
30	1	13	FFfamiliar	a	190	
31	1	14	FFfamiliar	FFfamiliarTarget	163	
32	1	15	FFfamiliar	e	408	
33	1	16	FFfamiliar	e	472	
34	1	17	FFfamiliar	b	257	
35	1	18	FFfamiliar	a	127	
36	1	1	FFnew	a	199	
37	1	2	FFnew	c	163	
38	1	3	FFnew	f	118	
39	1	4	FFnew	b	333	
40	1	5	FFnew	FFnewTarget	151	
41	1	7	FFnew	d	423	
42	1	8	FFnew	g	321	
43	1	9	FFnew	c	408	
44	1	10	FFnew	e	472	
45	1	11	FFnew	a	257	
46	1	12	FFnew	h	202	
47	1	13	FFnew	e	207	
48	1	14	FFnew	f	190	
49	1	15	FFnew	b	283	
50	1	16	FFnew	h	164	
51	1	17	FFnew	g	255	
52	1	18	FFnew	d	215	
53	1	1	FFtrained	l	215	
54	1	2	FFtrained	e	472	
55	1	3	FFtrained	h	207	
56	1	4	FFtrained	FFtrainedTarget	118	
57	1	5	FFtrained	e	423	
58	1	6	FFtrained	g	163	
59	1	7	FFtrained	h	408	
60	1	8	FFtrained	i	321	
61	1	9	FFtrained	g	202	
62	1	10	FFtrained	k	190	
63	1	11	FFtrained	i	199	
64	1	12	FFtrained	FFtrainedTarget	255	
65	1	13	FFtrained	f	283	
66	1	14	FFtrained	f	333	
67	1	15	FFtrained	k	127	
68	1	16	FFtrained	j	164	
69	1	17	FFtrained	l	257	
70	1	18	FFtrained	j	151	
71	2	1	FFnew	g	207	
72	2	3	FFnew	a	163	
73	2	4	FFnew	f	257	
74	2	5	FFnew	g	321	
75	2	6	FFnew	d	202	
76	2	7	FFnew	h	283	
77	2	8	FFnew	e	333	
78	2	9	FFnew	e	199	
79	2	10	FFnew	c	190	
80	2	11	FFnew	b	164	
81	2	12	FFnew	h	215	
82	2	13	FFnew	f	255	
83	2	14	FFnew	a	127	
84	2	15	FFnew	d	118	
85	2	17	FFnew	b	408	
86	2	18	FFnew	c	151	
87	2	1	FFfamiliar	g	164	
88	2	2	FFfamiliar	d	255	
89	2	3	FFfamiliar	a	408	
90	2	4	FFfamiliar	c	118	
91	2	5	FFfamiliar	f	151	
92	2	6	FFfamiliar	FFfamiliarTarget	199	
93	2	7	FFfamiliar	f	163	
94	2	8	FFfamiliar	FFfamiliarTarget	321	
95	2	9	FFfamiliar	a	283	
96	2	10	FFfamiliar	g	333	
97	2	11	FFfamiliar	e	423	
98	2	12	FFfamiliar	h	257	
99	2	13	FFfamiliar	d	472	
100	2	14	FFfamiliar	h	215	
101	2	15	FFfamiliar	b	127	
102	2	16	FFfamiliar	c	190	
103	2	17	FFfamiliar	e	207	
104	2	18	FFfamiliar	b	202	
105	2	1	FFtrained	e	190	
106	2	2	FFtrained	k	283	
107	2	3	FFtrained	FFtrainedTarget	199	
108	2	4	FFtrained	i	202	
109	2	5	FFtrained	f	207	
110	2	6	FFtrained	h	333	
111	2	7	FFtrained	j	151	
112	2	8	FFtrained	e	118	
113	2	9	FFtrained	l	423	
114	2	10	FFtrained	g	127	
115	2	11	FFtrained	l	163	
116	2	12	FFtrained	g	164	
117	2	13	FFtrained	k	257	
118	2	14	FFtrained	i	321	
119	2	15	FFtrained	h	255	
120	2	16	FFtrained	j	408	
121	2	17	FFtrained	f	472	
122	2	18	FFtrained	FFtrainedTarget	215	
123	2	1	letter	p	215	
124	2	2	letter	m	199	
125	2	3	letter	u	151	
126	2	4	letter	z	190	
127	2	5	letter	m	321	
128	2	6	letter	t	163	
129	2	7	letter	s	164	
130	2	8	letter	g	257	
131	2	9	letter	letterTarget	423	
132	2	10	letter	e	118	
133	2	11	letter	e	207	
134	2	12	letter	t	472	
135	2	13	letter	b	202	
136	2	14	letter	u	127	
137	2	15	letter	b	408	
138	2	16	letter	p	283	
139	2	17	letter	letterTarget	255	
140	2	18	letter	z	333	
141	3	1	FFnew	a	408	
142	3	2	FFnew	h	118	
143	3	3	FFnew	e	164	
144	3	5	FFnew	f	202	
145	3	6	FFnew	c	283	
146	3	7	FFnew	a	257	
147	3	8	FFnew	f	321	
148	3	10	FFnew	d	255	
149	3	11	FFnew	g	423	
150	3	12	FFnew	h	163	
151	3	13	FFnew	d	333	
152	3	14	FFnew	c	472	
153	3	15	FFnew	e	215	
154	3	16	FFnew	b	151	
155	3	17	FFnew	b	207	
156	3	18	FFnew	g	190	
157	3	1	FFfamiliar	h	321	
158	3	2	FFfamiliar	c	118	
159	3	3	FFfamiliar	f	127	
160	3	4	FFfamiliar	FFfamiliarTarget	283	
161	3	5	FFfamiliar	d	164	
162	3	6	FFfamiliar	g	207	
163	3	7	FFfamiliar	e	151	
164	3	8	FFfamiliar	h	190	
165	3	9	FFfamiliar	d	423	
166	3	10	FFfamiliar	b	199	
167	3	11	FFfamiliar	a	333	
168	3	12	FFfamiliar	f	202	
169	3	13	FFfamiliar	a	255	
170	3	14	FFfamiliar	e	257	
171	3	15	FFfamiliar	c	472	
