trial	block	stimIndex	Condition	VstimCaption	ISIjitter
187	3	15	FFfamiliar	d	164	
188	3	16	FFfamiliar	h	257	
189	3	17	FFfamiliar	e	207	
190	3	1	FFnew	c	118	
191	3	2	FFnew	b	127	
192	3	3	FFnew	FFnewTarget	163	
193	3	4	FFnew	b	423	
194	3	5	FFnew	f	151	
195	3	6	FFnew	h	207	
196	3	7	FFnew	a	333	
197	3	8	FFnew	e	408	
198	3	10	FFnew	g	321	
199	3	11	FFnew	d	283	
200	3	12	FFnew	h	202	
201	3	13	FFnew	d	199	
202	3	14	FFnew	a	215	
203	3	15	FFnew	c	257	
204	3	16	FFnew	g	472	
205	3	17	FFnew	f	164	
206	3	18	FFnew	e	255	
207	4	1	FFtrained	d	408	
208	4	2	FFtrained	a	164	
209	4	3	FFtrained	a	257	
210	4	4	FFtrained	g	151	
211	4	5	FFtrained	b	127	
212	4	6	FFtrained	h	207	
213	4	7	FFtrained	d	255	
214	4	8	FFtrained	FFtrainedTarget	202	
215	4	9	FFtrained	e	472	
216	4	10	FFtrained	h	283	
217	4	11	FFtrained	g	118	
218	4	12	FFtrained	b	199	
219	4	13	FFtrained	e	163	
220	4	14	FFtrained	c	321	
221	4	15	FFtrained	f	423	
222	4	16	FFtrained	c	333	
223	4	17	FFtrained	f	215	
224	4	1	letter	e	199	
225	4	2	letter	m	202	
226	4	3	letter	z	207	
227	4	4	letter	u	423	
228	4	5	letter	letterTarget	190	
229	4	6	letter	s	127	
230	4	7	letter	p	472	
231	4	8	letter	b	408	
232	4	9	letter	letterTarget	333	
233	4	10	letter	p	164	
234	4	11	letter	b	283	
235	4	12	letter	u	215	
236	4	13	letter	g	151	
237	4	14	letter	m	163	
238	4	15	letter	t	118	
239	4	16	letter	t	321	
240	4	17	letter	e	255	
241	4	18	letter	z	257	
242	4	2	FFfamiliar	c	190	
243	4	3	FFfamiliar	e	423	
244	4	4	FFfamiliar	b	215	
245	4	5	FFfamiliar	d	127	
246	4	6	FFfamiliar	a	199	
247	4	7	FFfamiliar	g	151	
248	4	8	FFfamiliar	a	118	
249	4	9	FFfamiliar	c	255	
250	4	11	FFfamiliar	g	257	
251	4	12	FFfamiliar	b	202	
252	4	13	FFfamiliar	h	333	
253	4	14	FFfamiliar	f	164	
254	4	15	FFfamiliar	h	321	
255	4	16	FFfamiliar	f	207	
256	4	17	FFfamiliar	d	163	
257	4	18	FFfamiliar	e	408	
258	4	1	FFnew	g	164	
259	4	2	FFnew	h	255	
260	4	3	FFnew	b	127	
261	4	4	FFnew	g	408	
262	4	5	FFnew	a	199	
263	4	6	FFnew	f	472	
264	4	7	FFnew	c	257	
265	4	8	FFnew	e	151	
266	4	9	FFnew	d	321	
267	4	10	FFnew	e	118	
268	4	11	FFnew	h	163	
269	4	12	FFnew	FFnewTarget	190	
270	4	13	FFnew	FFnewTarget	333	
271	4	14	FFnew	b	202	
272	4	15	FFnew	a	215	
273	4	16	FFnew	c	207	
274	4	17	FFnew	f	423	
275	4	18	FFnew	d	283	
276	5	1	FFfamiliar	b	257	
277	5	2	FFfamiliar	a	199	
278	5	3	FFfamiliar	c	215	
279	5	5	FFfamiliar	c	408	
280	5	6	FFfamiliar	e	202	
281	5	7	FFfamiliar	g	333	
282	5	8	FFfamiliar	f	255	
283	5	9	FFfamiliar	g	190	
284	5	10	FFfamiliar	h	472	
285	5	11	FFfamiliar	a	283	
286	5	12	FFfamiliar	f	207	
287	5	13	FFfamiliar	h	321	
288	5	14	FFfamiliar	d	151	
289	5	16	FFfamiliar	b	127	
290	5	17	FFfamiliar	e	423	
291	5	18	FFfamiliar	d	118	
292	5	1	letter	e	333	
293	5	2	letter	b	255	
294	5	3	letter	b	423	
295	5	4	letter	e	118	
296	5	5	letter	g	151	
297	5	6	letter	u	207	
298	5	7	letter	t	127	
299	5	8	letter	z	199	
300	5	9	letter	letterTarget	202	
301	5	10	letter	z	257	
302	5	11	letter	u	163	
303	5	12	letter	letterTarget	321	
304	5	13	letter	m	215	
305	5	14	letter	m	164	
306	5	15	letter	t	283	
307	5	16	letter	p	190	
308	5	17	letter	p	472	
309	5	18	letter	s	408	
310	5	1	FFnew	d	151	
311	5	2	FFnew	d	408	
312	5	3	FFnew	FFnewTarget	423	
313	5	4	FFnew	h	118	
314	5	5	FFnew	h	190	
315	5	6	FFnew	b	333	
316	5	7	FFnew	b	257	
317	5	8	FFnew	f	321	
318	5	9	FFnew	g	202	
319	5	10	FFnew	a	255	
320	5	11	FFnew	f	283	
321	5	12	FFnew	c	127	
322	5	13	FFnew	e	215	
323	5	14	FFnew	e	472	
324	5	15	FFnew	c	199	
325	5	17	FFnew	g	163	
326	5	18	FFnew	a	164	
327	5	1	FFtrained	e	283	
328	5	2	FFtrained	e	207	
329	5	3	FFtrained	f	255	
330	5	4	FFtrained	c	118	
331	5	5	FFtrained	c	202	
332	5	6	FFtrained	d	163	
333	5	7	FFtrained	a	257	
334	5	8	FFtrained	g	472	
335	5	9	FFtrained	b	423	
336	5	10	FFtrained	b	199	
337	5	11	FFtrained	a	127	
338	5	12	FFtrained	g	190	
339	5	13	FFtrained	d	215	
340	5	14	FFtrained	f	408	
341	5	15	FFtrained	h	151	
342	5	16	FFtrained	FFtrainedTarget	333	
343	5	17	FFtrained	FFtrainedTarget	321	
344	5	18	FFtrained	h	164	
