block	trial	vStim	aStim	resp	rt	fb	iti	feedJitter	aFile	vSymbol	LeftIsMatch	stimOnset	respOnset	feedbackOnset
2	1	3	4	2	1480	1	2925	2602	u_short_2_1.wav	I	1	8007	9487	13145
2	2	4	3	2	1052	1	2720	2619	w_2_2_loudCheck.wav	0	1	17939	18991	23076
2	3	5	5	2	1141	0	2035	1574	r_2_1.wav	:	1	27168	28309	31250
2	4	6	6	2	1173	0	2221	1380	ach_2_1.wav	1	1	35510	36683	39395
2	5	1	2	2	1346	1	2503	1795	z_2_2.wav	A	1	43950	45296	48265
2	6	5	5	1	1232	1	3200	2403	r_2_1.wav	:	1	53484	54716	58407
2	7	2	1	2	1073	1	2269	2324	k_2_1_loudCheck.wav	E	1	62716	63789	67546
2	8	5	5	1	973	1	2632	1796	r_2_1.wav	:	1	72198	73171	76501
2	9	5	6	2	808	1	1889	1996	ach_2_1.wav	:	1	80408	81216	84924
2	10	1	1	2	1713	0	2786	2035	k_2_1_loudCheck.wav	A	1	89727	91440	94298
2	11	3	3	2	2269	0	3387	1656	w_2_2_loudCheck.wav	I	1	99695	101964	103866
2	12	6	5	2	1162	1	2639	2341	r_2_1.wav	1	1	108514	109676	113371
2	13	1	1	1	1230	1	2885	2173	k_2_1_loudCheck.wav	A	1	118276	119506	122969
2	14	4	4	2	1343	0	3066	2151	u_short_2_1.wav	0	1	128057	129400	132728
2	15	3	3	1	1338	1	2466	1105	w_2_2_loudCheck.wav	I	1	137205	138543	140818
2	16	1	2	2	1103	1	2532	2582	z_2_2.wav	A	1	145362	146465	150452
2	17	3	3	1	1023	1	2134	1855	w_2_2_loudCheck.wav	I	1	154597	155620	158959
2	18	6	5	2	996	1	1738	1582	r_2_1.wav	1	1	162706	163702	166794
2	19	2	2	2	1427	0	2334	2898	z_2_2.wav	E	1	171144	172571	176565
2	20	4	3	2	1326	1	2364	1465	w_2_2_loudCheck.wav	0	1	180939	182265	184914
2	21	4	4	1	721	1	2670	1779	u_short_2_1.wav	0	1	189601	190322	193899
2	22	6	5	2	832	1	3581	2244	r_2_1.wav	1	1	199498	200330	204262
2	23	1	1	1	1278	1	2458	1592	k_2_1_loudCheck.wav	A	1	208737	210015	212861
2	24	6	5	2	841	1	2954	1718	r_2_1.wav	1	1	217838	218679	222073
2	25	4	3	2	1176	1	2219	1509	w_2_2_loudCheck.wav	0	1	226305	227481	230319
2	26	6	6	1	1827	1	2448	899	ach_2_1.wav	1	1	234790	236617	238214
2	27	3	4	2	1777	1	1760	2123	u_short_2_1.wav	I	1	241994	243771	246650
2	28	6	6	1	895	1	2182	1628	ach_2_1.wav	1	1	250855	251750	254992
2	29	2	2	1	1570	1	2335	2220	z_2_2.wav	E	1	259347	260917	264073
2	30	3	4	2	1445	1	1991	1599	u_short_2_1.wav	I	1	268072	269517	272189
2	31	2	1	2	853	1	2986	1146	k_2_1_loudCheck.wav	E	1	277191	278044	280855
2	32	2	1	2	765	1	2881	2924	k_2_1_loudCheck.wav	E	1	285757	286522	291188
2	33	5	6	2	961	1	2836	1289	ach_2_1.wav	:	1	296041	297002	299849
2	34	5	5	1	748	1	2671	1066	r_2_1.wav	:	1	304530	305278	308114
2	35	5	6	2	896	1	2586	2422	ach_2_1.wav	:	1	312718	313614	317660
2	36	1	2	2	1242	1	1927	1320	z_2_2.wav	A	1	321609	322851	325445
2	37	2	1	2	1116	1	2871	1639	k_2_1_loudCheck.wav	E	1	330329	331445	334485
2	38	4	4	1	954	1	3315	2041	u_short_2_1.wav	0	1	339809	340763	344387
2	39	1	1	1	1153	1	2350	2189	k_2_1_loudCheck.wav	A	1	348758	349911	353454
2	40	3	3	2	1258	0	2911	2130	w_2_2_loudCheck.wav	I	1	358388	359646	363028
2	41	6	6	1	1219	1	2195	1453	ach_2_1.wav	1	1	367238	368457	371204
2	42	3	4	2	911	1	2678	1670	u_short_2_1.wav	I	1	375895	376806	380076
2	43	2	2	1	1624	1	3114	2131	z_2_2.wav	E	1	385201	386825	389838
2	44	5	6	2	1203	1	1852	2155	ach_2_1.wav	:	1	393704	394907	398367
2	45	4	4	1	701	1	2841	2576	u_short_2_1.wav	0	1	403231	403932	408338
2	46	1	2	1	1455	0	3740	2754	z_2_2.wav	A	1	414095	415550	419358
2	47	4	3	2	883	1	1615	1395	w_2_2_loudCheck.wav	0	1	422995	423878	426903
2	48	2	2	1	1017	1	2010	1654	z_2_2.wav	E	1	430933	431950	435103
