block	trial	vStim	aStim	resp	rt	fb	iti	feedJitter	aFile	vSymbol	LeftIsMatch	stimOnset	respOnset	feedbackOnset
2	1	3	4	0	0	2	2010	2898	u_short_2_1.wav	I	1	7071	0	12504
2	2	4	3	0	0	2	1991	1320	w_2_2_loudCheck.wav	0	1	16538	0	20376
2	3	5	5	1	914	1	2219	1395	r_2_1.wav	:	1	24641	25555	28542
2	4	6	6	1	1354	1	3200	2924	ach_2_1.wav	1	1	33796	35150	39239
2	5	1	2	1	1183	0	3114	2324	z_2_2.wav	A	1	44403	45586	49250
2	6	5	5	2	1071	0	3066	2035	r_2_1.wav	:	1	54336	55407	58909
2	7	2	1	1	1209	0	2678	1453	k_2_1_loudCheck.wav	E	1	63614	64823	67578
2	8	5	5	1	1082	1	2871	2619	r_2_1.wav	:	1	72461	73543	77614
2	9	5	6	2	950	1	2925	1639	ach_2_1.wav	:	1	82562	83512	86714
2	10	1	1	1	1339	1	2639	2155	k_2_1_loudCheck.wav	A	1	91362	92701	96034
2	11	3	3	2	1367	0	3740	2244	w_2_2_loudCheck.wav	I	1	101797	103164	106551
2	12	6	5	2	1507	1	2335	2151	r_2_1.wav	1	1	110903	112410	115560
2	13	1	1	1	1981	1	2671	1779	k_2_1_loudCheck.wav	A	1	120242	122223	124555
2	14	4	4	2	1576	0	2334	2220	u_short_2_1.wav	0	1	128908	130484	133634
2	15	3	3	1	1214	1	2786	2173	w_2_2_loudCheck.wav	I	1	138429	139643	143137
2	16	1	2	2	1102	1	1927	1718	z_2_2.wav	A	1	147086	148188	151336
2	17	3	3	1	1114	1	2836	1795	w_2_2_loudCheck.wav	I	1	156185	157299	160499
2	18	6	5	2	1175	1	3387	1996	r_2_1.wav	1	1	165905	167080	170415
2	19	2	2	2	1502	0	2503	2576	z_2_2.wav	E	1	174935	176437	180031
2	20	4	3	2	1433	1	1852	1599	w_2_2_loudCheck.wav	0	1	183900	185333	188007
2	21	4	4	1	1537	1	2841	2131	u_short_2_1.wav	0	1	192864	194401	197508
2	22	6	5	2	973	1	1738	2422	r_2_1.wav	1	1	201261	202234	206205
2	23	1	1	1	1129	1	2986	2130	k_2_1_loudCheck.wav	A	1	211213	212342	215861
2	24	6	5	2	829	1	2532	1670	r_2_1.wav	1	1	220408	221237	224586
2	25	4	3	2	885	1	2195	2041	w_2_2_loudCheck.wav	0	1	228808	229693	233363
2	26	6	6	1	937	1	2364	899	ach_2_1.wav	1	1	237748	238685	241157
2	27	3	4	2	1212	1	1889	1465	u_short_2_1.wav	I	1	245065	246277	249051
2	28	6	6	1	857	1	2221	1146	ach_2_1.wav	1	1	253289	254146	256972
2	29	2	2	1	1264	1	2466	2189	z_2_2.wav	E	1	261459	262723	266155
2	30	3	4	2	1002	1	2670	1656	u_short_2_1.wav	I	1	270848	271850	275039
2	31	2	1	1	1005	0	2350	2754	k_2_1_loudCheck.wav	E	1	279398	280403	284659
2	32	2	1	2	1359	1	1615	1796	k_2_1_loudCheck.wav	E	1	288295	289654	292604
2	33	5	6	2	1073	1	2885	1582	ach_2_1.wav	:	1	297507	298580	301608
2	34	5	5	1	986	1	2881	1574	r_2_1.wav	:	1	306506	307492	310603
2	35	5	6	2	949	1	2182	1654	ach_2_1.wav	:	1	314809	315758	318973
2	36	1	2	2	1025	1	2134	2582	z_2_2.wav	A	1	323117	324142	328207
2	37	2	1	1	1278	0	2586	1380	k_2_1_loudCheck.wav	E	1	332804	334082	336704
2	38	4	4	1	907	1	2954	2123	u_short_2_1.wav	0	1	341677	342584	346317
2	39	1	1	1	1079	1	2911	1628	k_2_1_loudCheck.wav	A	1	351250	352329	355405
2	40	3	3	1	1596	1	2458	2602	w_2_2_loudCheck.wav	I	1	359883	361479	365016
2	41	6	6	1	1679	1	2269	1855	ach_2_1.wav	1	1	369310	370989	373667
2	42	3	4	2	1007	1	1760	1289	u_short_2_1.wav	I	1	377438	378445	381244
2	43	2	2	1	1277	1	2632	1509	z_2_2.wav	E	1	385887	387164	389903
2	44	5	6	2	1000	1	2035	2341	ach_2_1.wav	:	1	393961	394961	398826
2	45	4	4	1	864	1	3315	1592	u_short_2_1.wav	0	1	404161	405025	408273
2	46	1	2	2	1272	1	3581	1105	z_2_2.wav	A	1	413877	415149	417499
2	47	4	3	2	1054	1	2720	2403	w_2_2_loudCheck.wav	0	1	422234	423288	427172
2	48	2	2	1	1108	1	2448	1066	z_2_2.wav	E	1	431645	432753	435219
