block	trial	vStim	aStim	resp	rt	fb	iti	feedJitter	aFile	vSymbol	LeftIsMatch	stimOnset	respOnset	feedbackOnset
2	1	3	4	1	1149	0	3200	2035	u_short_2_1.wav	I	1	8238	9387	12783
2	2	4	3	1	1312	0	2269	1320	w_2_2_loudCheck.wav	0	1	17063	18375	20889
2	3	5	5	1	1180	1	3066	1465	r_2_1.wav	:	1	25967	27147	29953
2	4	6	6	1	1157	1	1889	2151	ach_2_1.wav	1	1	33859	35016	38548
2	5	1	2	1	1004	0	2364	2619	z_2_2.wav	A	1	42922	43926	48068
2	6	5	5	1	1116	1	1991	1795	r_2_1.wav	:	1	52083	53199	56396
2	7	2	1	1	743	0	2035	1654	k_2_1_loudCheck.wav	E	1	60449	61192	64627
2	8	5	5	1	766	1	2841	1855	r_2_1.wav	:	1	69479	70245	73847
2	9	5	6	2	1196	1	1615	2130	ach_2_1.wav	:	1	77471	78667	82130
2	10	1	1	1	1485	1	2195	1599	k_2_1_loudCheck.wav	A	1	86341	87826	90469
2	11	3	3	1	1276	1	2954	2422	w_2_2_loudCheck.wav	I	1	95439	96715	100378
2	12	6	5	2	1359	1	1927	1592	r_2_1.wav	1	1	104326	105685	108451
2	13	1	1	2	1818	0	2503	1380	k_2_1_loudCheck.wav	A	1	112977	114795	116893
2	14	4	4	1	1534	1	1738	2602	u_short_2_1.wav	0	1	120651	122185	125758
2	15	3	3	1	1676	1	2871	2041	w_2_2_loudCheck.wav	I	1	130653	132329	135228
2	16	1	2	2	2480	1	2221	2131	z_2_2.wav	A	1	139470	141950	144138
2	17	3	3	1	1580	1	1852	1779	w_2_2_loudCheck.wav	I	1	148004	149584	152291
2	18	6	5	2	1087	1	2632	1996	r_2_1.wav	1	1	156941	158028	161445
2	19	2	2	2	1522	0	2134	2244	z_2_2.wav	E	1	165595	167117	170364
2	20	4	3	2	1609	1	2219	1639	w_2_2_loudCheck.wav	0	1	174600	176209	178745
2	21	4	4	1	2044	1	2986	2924	u_short_2_1.wav	0	1	183740	185784	189198
2	22	6	5	2	1174	1	2671	1656	r_2_1.wav	1	1	193886	195060	198060
2	23	1	1	2	1921	0	2786	2123	k_2_1_loudCheck.wav	A	1	202854	204775	207513
2	24	6	5	2	1057	1	2458	1796	r_2_1.wav	1	1	211993	213050	216305
2	25	4	3	2	1295	1	2911	1670	w_2_2_loudCheck.wav	0	1	221233	222528	225413
2	26	6	6	1	1311	1	2010	1718	ach_2_1.wav	1	1	229434	230745	233668
2	27	3	4	2	1571	1	2720	2189	u_short_2_1.wav	I	1	238401	239972	243109
2	28	6	6	1	1154	1	2836	1453	ach_2_1.wav	1	1	247967	249121	251955
2	29	2	2	1	1679	1	2335	1582	z_2_2.wav	E	1	256303	257982	260407
2	30	3	4	2	2120	1	2639	1146	u_short_2_1.wav	I	1	265062	267182	268742
2	31	2	1	2	1395	1	3740	899	k_2_1_loudCheck.wav	E	1	274503	275898	277928
2	32	2	1	2	1361	1	2881	2576	k_2_1_loudCheck.wav	E	1	282829	284190	287928
2	33	5	6	2	1215	1	2466	1574	ach_2_1.wav	:	1	292411	293626	296492
2	34	5	5	1	1179	1	3114	1289	r_2_1.wav	:	1	301631	302810	305426
2	35	5	6	2	1509	1	2334	1509	ach_2_1.wav	:	1	309770	311279	313786
2	36	1	2	1	2457	0	2586	2173	z_2_2.wav	A	1	318395	320852	323104
2	37	2	1	2	1622	1	2448	2403	k_2_1_loudCheck.wav	E	1	327575	329197	332486
2	38	4	4	1	1645	1	2350	1105	u_short_2_1.wav	0	1	336860	338505	340473
2	39	1	1	2	2342	0	3315	1628	k_2_1_loudCheck.wav	A	1	345800	348142	349965
2	40	3	3	1	1216	1	2182	2582	w_2_2_loudCheck.wav	I	1	354167	355383	359259
2	41	6	6	1	1029	1	3387	2324	ach_2_1.wav	1	1	364657	365686	369512
2	42	3	4	2	1175	1	2678	2155	u_short_2_1.wav	I	1	374210	375385	378876
2	43	2	2	1	2428	1	1760	2754	z_2_2.wav	E	1	382659	385087	387930
2	44	5	6	2	1580	1	3581	1066	ach_2_1.wav	:	1	393533	395113	397119
2	45	4	4	1	1045	1	2532	2898	u_short_2_1.wav	0	1	401669	402714	407074
2	46	1	2	1	1496	0	2925	1395	z_2_2.wav	A	1	412009	413505	415917
2	47	4	3	2	1518	1	2670	2341	w_2_2_loudCheck.wav	0	1	420608	422126	425484
2	48	2	2	1	1440	1	2885	2220	z_2_2.wav	E	1	430389	431829	435128
