block	trial	vStim	aStim	resp	rt	fb	iti	feedJitter	aFile	vSymbol	LeftIsMatch	stimOnset	respOnset	feedbackOnset
1	1	4	3	1	1132	0	1615	2898	t_2_1_loudCheck.wav	3	1	6658	7790	12089
1	2	5	6	1	876	0	2925	2244	in_short_2_1_loudCheck.wav	4	1	17024	17900	21798
1	3	3	4	1	1014	0	2364	1779	l_2_2_loudCheck.wav	V	1	26179	27193	30468
1	4	1	1	1	1061	1	1738	2924	a_short_2_2.wav	N	1	34224	35285	39654
1	5	6	5	1	1071	0	2010	1380	b_2_1.wav	5	1	43681	44752	47577
1	6	2	2	2	1495	0	2720	2151	e_short_2_2.wav	R	1	52316	53811	56985
1	7	5	5	2	1396	0	1760	1628	b_2_1.wav	4	1	60756	62152	64901
1	8	1	2	1	1510	0	2954	2422	e_short_2_2.wav	N	1	69875	71385	74814
1	9	2	1	1	983	0	2334	2602	a_short_2_2.wav	R	1	79170	80153	84295
1	10	3	3	2	1000	0	2586	1639	t_2_1_loudCheck.wav	V	1	88905	89905	93064
1	11	5	5	2	1254	0	2671	899	b_2_1.wav	4	1	97744	98998	101161
1	12	4	4	1	2320	1	2458	2754	l_2_2_loudCheck.wav	3	1	105638	107958	110908
1	13	2	1	1	1293	0	2219	2582	a_short_2_2.wav	R	1	115148	116441	120236
1	14	4	4	1	1299	1	2335	1574	l_2_2_loudCheck.wav	3	1	124582	125881	128678
1	15	3	3	1	994	1	2871	1796	t_2_1_loudCheck.wav	V	1	133573	134567	137886
1	16	4	4	1	837	1	1991	2123	l_2_2_loudCheck.wav	3	1	141895	142732	146536
1	17	5	6	2	1159	1	2221	2173	in_short_2_1_loudCheck.wav	4	1	150779	151938	155489
1	18	4	3	2	1299	1	3387	1465	t_2_1_loudCheck.wav	3	1	160898	162197	164878
1	19	1	1	2	1583	0	2182	1996	a_short_2_2.wav	N	1	169077	170660	173582
1	20	5	6	2	1404	1	2195	2035	in_short_2_1_loudCheck.wav	4	1	177794	179198	182342
1	21	2	1	1	1441	0	3066	1795	a_short_2_2.wav	R	1	187419	188860	191751
1	22	3	3	1	982	1	2885	1670	t_2_1_loudCheck.wav	V	1	196655	197637	200861
1	23	6	5	2	1117	1	2632	1718	b_2_1.wav	5	1	205504	206621	209746
1	24	3	4	2	1601	1	2350	2131	l_2_2_loudCheck.wav	V	1	214108	215709	218747
1	25	6	6	1	1574	1	2841	1395	in_short_2_1_loudCheck.wav	5	1	223602	225176	227511
1	26	2	1	1	1339	0	2035	1066	a_short_2_2.wav	R	1	231567	232906	235156
1	27	6	6	1	1791	1	2448	1320	in_short_2_1_loudCheck.wav	5	1	239623	241414	243451
1	28	1	1	1	1774	1	2911	1592	a_short_2_2.wav	N	1	248375	250149	252477
1	29	3	4	2	1083	1	2503	1599	l_2_2_loudCheck.wav	V	1	257003	258086	261122
1	30	2	2	1	1440	1	2639	1509	e_short_2_2.wav	R	1	265777	267217	269819
1	31	5	6	2	2167	1	2881	1855	in_short_2_1_loudCheck.wav	4	1	274723	276890	279085
1	32	5	5	1	1411	1	2134	1146	b_2_1.wav	4	1	283227	284638	286881
1	33	4	3	2	1169	1	1889	2403	t_2_1_loudCheck.wav	3	1	290791	291960	295731
1	34	3	4	2	983	1	2269	1656	l_2_2_loudCheck.wav	V	1	300025	301008	304186
1	35	6	6	1	1535	1	2670	2619	in_short_2_1_loudCheck.wav	5	1	308864	310399	314002
1	36	1	2	1	1556	0	2532	2324	e_short_2_2.wav	N	1	318558	320114	323390
1	37	5	5	1	1061	1	2986	1105	b_2_1.wav	4	1	328396	329457	332019
1	38	3	3	2	1003	0	2466	2130	t_2_1_loudCheck.wav	V	1	336497	337500	341135
1	39	1	2	1	1122	0	3200	1289	e_short_2_2.wav	N	1	346350	347472	350158
1	40	4	3	2	1316	1	3581	2576	t_2_1_loudCheck.wav	3	1	355750	357066	360846
1	41	1	2	2	166	1	2836	2220	e_short_2_2.wav	N	1	365699	365865	370437
1	42	6	5	2	1190	1	1927	1582	b_2_1.wav	5	1	374373	375563	378470
1	43	2	2	2	1765	0	1852	1654	e_short_2_2.wav	R	1	382339	384104	386500
1	44	1	1	2	1525	0	3740	2041	a_short_2_2.wav	N	1	392251	393776	396802
1	45	6	5	2	1341	1	3315	2155	b_2_1.wav	5	1	402138	403479	406814
1	46	2	2	1	1444	1	2786	2341	e_short_2_2.wav	R	1	411623	413067	416483
1	47	4	4	1	1749	1	3114	2189	l_2_2_loudCheck.wav	3	1	421617	423366	426312
1	48	6	6	2	994	0	2678	1453	in_short_2_1_loudCheck.wav	5	1	431013	432007	434976
