block	trial	vStim	aStim	resp	rt	fb	iti	feedJitter	aFile	vSymbol	LeftIsMatch	stimOnset	respOnset	feedbackOnset
1	1	4	3	2	1415	0	2532	2123	t_2_1_loudCheck.wav	3	0	7582	8997	12232
1	2	5	6	2	1879	0	2035	1599	in_short_2_1_loudCheck.wav	4	0	16290	18169	20396
1	3	3	4	2	1607	0	3315	1453	l_2_2_loudCheck.wav	V	0	25727	27334	29700
1	4	1	1	2	2021	1	1991	2220	a_short_2_2.wav	N	0	33704	35725	38442
1	5	6	5	2	1418	0	1927	2341	b_2_1.wav	5	0	42377	43795	47234
1	6	2	2	1	1914	0	2885	2035	e_short_2_2.wav	R	0	52139	54053	56693
1	7	5	5	2	1660	1	2221	2130	b_2_1.wav	4	0	60925	62585	65575
1	8	1	2	0	0	2	3066	1628	e_short_2_2.wav	N	0	70656	0	74822
1	9	2	1	1	1773	1	3200	1639	a_short_2_2.wav	R	0	80042	81815	84200
1	10	3	3	2	1200	1	1738	2155	t_2_1_loudCheck.wav	V	0	87947	89147	92608
1	11	5	5	1	1441	0	2219	1509	b_2_1.wav	4	0	96850	98291	100865
1	12	4	4	1	1915	0	1615	2582	l_2_2_loudCheck.wav	3	0	104503	106418	109614
1	13	2	1	1	1634	1	2871	1796	a_short_2_2.wav	R	0	114496	116130	118809
1	14	4	4	2	1791	1	2986	2924	l_2_2_loudCheck.wav	3	0	123813	125604	129271
1	15	3	3	2	1365	1	2458	899	t_2_1_loudCheck.wav	V	0	133746	135111	137161
1	16	4	4	2	1621	1	1889	1582	l_2_2_loudCheck.wav	3	0	141069	142690	145172
1	17	5	6	1	2416	1	2678	1465	in_short_2_1_loudCheck.wav	4	0	149866	152282	153858
1	18	4	3	1	1126	1	2639	2422	t_2_1_loudCheck.wav	3	0	158514	159640	163453
1	19	1	1	1	1651	0	1760	1779	a_short_2_2.wav	N	0	167235	168886	171531
1	20	5	6	1	1419	1	2911	1855	in_short_2_1_loudCheck.wav	4	0	176460	177879	180842
1	21	2	1	1	1446	1	1852	2619	a_short_2_2.wav	R	0	184702	186148	189829
1	22	3	3	2	1035	1	2881	2151	t_2_1_loudCheck.wav	V	0	194734	195769	199408
1	23	6	5	1	1892	1	2925	2602	b_2_1.wav	5	0	204344	206236	209459
1	24	3	4	1	1258	1	2786	2131	l_2_2_loudCheck.wav	V	0	214269	215527	218935
1	25	6	6	1	1464	0	2448	1380	in_short_2_1_loudCheck.wav	5	0	223397	224861	227286
1	26	2	1	1	1220	1	2334	2189	a_short_2_2.wav	R	0	231639	232859	236352
1	27	6	6	2	1477	1	3581	1592	in_short_2_1_loudCheck.wav	5	0	241955	243432	246067
1	28	1	1	2	1621	1	3114	1320	a_short_2_2.wav	N	0	251204	252825	255030
1	29	3	4	1	994	1	2466	1574	l_2_2_loudCheck.wav	V	0	259509	260503	263607
1	30	2	2	2	1460	1	2632	2244	e_short_2_2.wav	R	0	268263	269723	273014
1	31	5	6	1	1990	1	2720	2754	in_short_2_1_loudCheck.wav	4	0	277751	279741	283024
1	32	5	5	1	2029	0	2335	1670	b_2_1.wav	4	0	287380	289409	291572
1	33	4	3	1	1277	1	2364	1718	t_2_1_loudCheck.wav	3	0	295948	297225	300192
1	34	3	4	1	930	1	2182	2324	l_2_2_loudCheck.wav	V	0	304385	305315	309220
1	35	6	6	2	1580	1	3387	1066	in_short_2_1_loudCheck.wav	5	0	314628	316208	318225
1	36	1	2	2	1352	0	2195	2403	e_short_2_2.wav	N	0	322438	323790	327354
1	37	5	5	2	1201	1	2010	2576	b_2_1.wav	4	0	331388	332589	336497
1	38	3	3	2	1045	1	2134	2041	t_2_1_loudCheck.wav	V	0	340648	341693	345213
1	39	1	2	1	2467	1	2671	1996	e_short_2_2.wav	N	0	349905	352372	354436
1	40	4	3	1	946	1	2670	1795	t_2_1_loudCheck.wav	3	0	359122	360068	363436
1	41	1	2	1	2145	1	2269	1656	e_short_2_2.wav	N	0	367724	369869	371885
1	42	6	5	1	1654	1	2503	1146	b_2_1.wav	5	0	376397	378051	380080
1	43	2	2	2	1431	1	2841	2898	e_short_2_2.wav	R	0	384942	386373	390353
1	44	1	1	2	2167	1	2954	2173	a_short_2_2.wav	N	0	395317	397484	400007
1	45	6	5	1	1117	1	2350	1289	b_2_1.wav	5	0	404396	405513	408192
1	46	2	2	2	1209	1	2836	1395	e_short_2_2.wav	R	0	413039	414248	416952
1	47	4	4	0	0	2	2586	1105	l_2_2_loudCheck.wav	3	0	421559	0	425184
1	48	6	6	2	1334	1	3740	1654	in_short_2_1_loudCheck.wav	5	0	430937	432271	435117
