block	trial	vStim	aStim	resp	rt	fb	iti	feedJitter	aFile	vSymbol	LeftIsMatch	stimOnset	respOnset	feedbackOnset
1	1	4	3	2	727	0	2364	1670	t_2_1_loudCheck.wav	3	0	7414	8141	11616
1	2	5	6	2	1164	0	2586	899	in_short_2_1_loudCheck.wav	4	0	16213	17377	19648
1	3	3	4	2	972	0	2841	2035	l_2_2_loudCheck.wav	V	0	24509	25481	29058
1	4	1	1	2	740	1	1927	2220	a_short_2_2.wav	N	0	32995	33735	37731
1	5	6	5	2	1495	0	2503	2602	b_2_1.wav	5	0	42243	43738	47381
1	6	2	2	2	797	1	2678	1574	e_short_2_2.wav	R	0	52083	52880	56185
1	7	5	5	1	1524	0	2035	2189	b_2_1.wav	4	0	60244	61768	64957
1	8	1	2	1	1152	1	3066	1779	e_short_2_2.wav	N	0	70045	71197	74345
1	9	2	1	1	1402	1	1991	1592	a_short_2_2.wav	R	0	78354	79756	82464
1	10	3	3	2	1076	1	2448	1599	t_2_1_loudCheck.wav	V	0	86935	88011	91059
1	11	5	5	2	1211	1	1615	1639	b_2_1.wav	4	0	94690	95901	98842
1	12	4	4	1	1463	0	2458	1105	l_2_2_loudCheck.wav	3	0	103309	104772	106929
1	13	2	1	1	1255	1	2911	1795	a_short_2_2.wav	R	0	111852	113107	116174
1	14	4	4	2	1511	1	2334	2403	l_2_2_loudCheck.wav	3	0	120527	122038	125453
1	15	3	3	2	1152	1	2182	2619	t_2_1_loudCheck.wav	V	0	129659	130811	134788
1	16	4	4	2	1280	1	2632	1796	l_2_2_loudCheck.wav	3	0	139443	140723	143746
1	17	5	6	1	1290	1	2836	1453	in_short_2_1_loudCheck.wav	4	0	148600	149890	152588
1	18	4	3	1	1211	1	2954	1465	t_2_1_loudCheck.wav	3	0	157555	158766	161537
1	19	1	1	2	1085	1	2010	1380	a_short_2_2.wav	N	0	165564	166649	169460
1	20	5	6	1	1275	1	2219	2422	in_short_2_1_loudCheck.wav	4	0	173698	174973	178625
1	21	2	1	1	1071	1	2881	2341	a_short_2_2.wav	R	0	183528	184599	188376
1	22	3	3	2	1394	1	3740	2131	t_2_1_loudCheck.wav	V	0	194136	195530	198793
1	23	6	5	2	2282	0	2639	1146	b_2_1.wav	5	0	203447	205729	207109
1	24	3	4	1	1233	1	2986	1718	l_2_2_loudCheck.wav	V	0	212116	213349	216352
1	25	6	6	1	1276	0	2871	1582	in_short_2_1_loudCheck.wav	5	0	221236	222512	225352
1	26	2	1	1	1421	1	3387	2244	a_short_2_2.wav	R	0	230755	232176	235530
1	27	6	6	2	671	1	2269	1656	in_short_2_1_loudCheck.wav	5	0	239816	240487	243994
1	28	1	1	2	1246	1	1852	2898	a_short_2_2.wav	N	0	247855	249101	253261
1	29	3	4	1	1271	1	2720	2123	l_2_2_loudCheck.wav	V	0	257991	259262	262649
1	30	2	2	2	1122	1	3114	1628	e_short_2_2.wav	R	0	267785	268907	271919
1	31	5	6	1	1676	1	2670	2582	in_short_2_1_loudCheck.wav	4	0	276609	278285	281710
1	32	5	5	2	885	1	2885	2324	b_2_1.wav	4	0	286606	287491	291449
1	33	4	3	1	1430	1	1889	1996	t_2_1_loudCheck.wav	3	0	295359	296789	299875
1	34	3	4	1	857	1	2671	1395	l_2_2_loudCheck.wav	V	0	304563	305420	308492
1	35	6	6	2	1572	1	2335	1289	in_short_2_1_loudCheck.wav	5	0	312848	314420	316659
1	36	1	2	1	947	1	1738	2041	e_short_2_2.wav	N	0	320408	321355	324955
1	37	5	5	2	1413	1	2350	1855	b_2_1.wav	4	0	329326	330739	333689
1	38	3	3	1	1180	0	2786	1066	t_2_1_loudCheck.wav	V	0	338483	339663	342068
1	39	1	2	1	1011	1	2925	2173	e_short_2_2.wav	N	0	347011	348022	351697
1	40	4	3	1	1933	1	3200	2130	t_2_1_loudCheck.wav	3	0	356919	358852	361568
1	41	1	2	1	1821	1	3315	2155	e_short_2_2.wav	N	0	366899	368720	371574
1	42	6	5	1	2025	1	2532	2924	b_2_1.wav	5	0	376129	378154	381561
1	43	2	2	2	1569	1	1760	2151	e_short_2_2.wav	R	0	385338	386907	390023
1	44	1	1	2	1001	1	3581	1509	a_short_2_2.wav	N	0	395615	396616	399643
1	45	6	5	1	2152	1	2134	2576	b_2_1.wav	5	0	403800	405952	408884
1	46	2	2	2	1002	1	2195	1320	e_short_2_2.wav	R	0	413096	414098	416929
1	47	4	4	2	1097	1	2466	1654	l_2_2_loudCheck.wav	3	0	421408	422505	425569
1	48	6	6	2	1054	1	2221	2754	in_short_2_1_loudCheck.wav	5	0	429801	430855	435075
