block	trial	vStim	aStim	resp	rt	fb	iti	feedJitter	aFile	vSymbol	LeftIsMatch	stimOnset	respOnset	feedbackOnset
2	1	3	4	2	1532	0	1889	1656	u_short_2_1.wav	I	0	6951	8483	11117
2	2	4	3	2	974	0	2335	2576	w_2_2_loudCheck.wav	0	0	15478	16452	20559
2	3	5	5	1	1623	0	2986	2155	r_2_1.wav	:	0	25595	27218	30268
2	4	6	6	2	1026	1	1927	2602	ach_2_1.wav	1	0	34252	35278	39370
2	5	1	2	2	1144	0	2221	1639	z_2_2.wav	A	0	43648	44792	47824
2	6	5	5	2	1955	1	2219	1105	r_2_1.wav	:	0	52052	54007	55679
2	7	2	1	2	1158	0	2885	1654	k_2_1_loudCheck.wav	E	0	60609	61767	64783
2	8	5	5	2	929	1	3066	2422	r_2_1.wav	:	0	69859	70788	74802
2	9	5	6	1	1031	1	1738	1795	ach_2_1.wav	:	0	78562	79593	82879
2	10	1	1	2	1478	1	3740	1574	k_2_1_loudCheck.wav	A	0	88638	90116	92722
2	11	3	3	2	1091	1	1760	2619	w_2_2_loudCheck.wav	I	0	96506	97597	101642
2	12	6	5	1	885	1	1615	1670	r_2_1.wav	1	0	105281	106166	109480
2	13	1	1	2	995	1	2720	1996	k_2_1_loudCheck.wav	A	0	114211	115206	118726
2	14	4	4	2	947	1	2881	1779	u_short_2_1.wav	0	0	123623	124570	127926
2	15	3	3	2	1800	1	2269	2582	w_2_2_loudCheck.wav	I	0	132213	134013	137300
2	16	1	2	1	1815	1	3114	2041	z_2_2.wav	A	0	142425	144240	146989
2	17	3	3	2	1593	1	3581	2403	w_2_2_loudCheck.wav	I	0	152591	154184	157514
2	18	6	5	2	1560	0	3315	2924	r_2_1.wav	1	0	162853	164413	168297
2	19	2	2	2	2336	1	2632	1465	z_2_2.wav	E	0	172947	175283	176919
2	20	4	3	1	1266	1	2466	1320	w_2_2_loudCheck.wav	0	0	181402	182668	185246
2	21	4	4	2	790	1	2925	2151	u_short_2_1.wav	0	0	190184	190974	194847
2	22	6	5	2	974	0	2458	2754	r_2_1.wav	1	0	199316	200290	204585
2	23	1	1	2	813	1	2182	2123	k_2_1_loudCheck.wav	A	0	208789	209602	213421
2	24	6	5	1	1072	1	2911	1718	r_2_1.wav	1	0	218355	219427	222599
2	25	4	3	0	0	2	2841	2244	w_2_2_loudCheck.wav	0	0	227453	0	232227
2	26	6	6	2	879	1	2678	1592	ach_2_1.wav	1	0	236923	237802	241042
2	27	3	4	1	894	1	2134	1582	u_short_2_1.wav	I	0	245199	246093	249305
2	28	6	6	2	842	1	2639	1855	ach_2_1.wav	1	0	253960	254802	258332
2	29	2	2	1	1487	0	2786	899	z_2_2.wav	E	0	263126	264613	266544
2	30	3	4	1	842	1	2364	2220	u_short_2_1.wav	I	0	270928	271770	275658
2	31	2	1	1	1245	1	2195	2189	k_2_1_loudCheck.wav	E	0	279861	281106	284563
2	32	2	1	1	1020	1	2035	1289	k_2_1_loudCheck.wav	E	0	288621	289641	292433
2	33	5	6	1	1313	1	3387	2173	ach_2_1.wav	:	0	297848	299161	302552
2	34	5	5	2	1078	1	2954	1509	r_2_1.wav	:	0	307528	308606	311554
2	35	5	6	1	1134	1	2334	2341	ach_2_1.wav	:	0	315911	317045	320758
2	36	1	2	2	1151	0	2350	2324	z_2_2.wav	A	0	325128	326279	329959
2	37	2	1	1	1503	1	2671	2131	k_2_1_loudCheck.wav	E	0	334651	336154	339300
2	38	4	4	2	836	1	2871	2035	u_short_2_1.wav	0	0	344185	345021	348737
2	39	1	1	2	1410	1	2503	1628	k_2_1_loudCheck.wav	A	0	353251	354661	357399
2	40	3	3	1	1393	0	2010	1453	w_2_2_loudCheck.wav	I	0	361429	362822	365397
2	41	6	6	2	834	1	1991	2130	ach_2_1.wav	1	0	369401	370235	374049
2	42	3	4	1	903	1	2448	1146	u_short_2_1.wav	I	0	378512	379415	382167
2	43	2	2	2	1000	1	1852	1599	z_2_2.wav	E	0	386040	387040	390147
2	44	5	6	1	1151	1	3200	1796	ach_2_1.wav	:	0	395363	396514	399678
2	45	4	4	2	720	1	2532	1066	u_short_2_1.wav	0	0	404228	404948	407801
2	46	1	2	2	1524	0	2586	1380	z_2_2.wav	A	0	412406	413930	416306
2	47	4	3	1	829	1	2670	2898	w_2_2_loudCheck.wav	0	0	420995	421824	426428
2	48	2	2	2	1019	1	2836	1395	z_2_2.wav	E	0	431274	432293	435188
