block	trial	vStim	aStim	resp	rt	fb	iti	feedJitter	aFile	vSymbol	LeftIsMatch	stimOnset	respOnset	feedbackOnset
1	1	4	3	2	1729	0	2503	2576	t_2_1_loudCheck.wav	3	0	7598	9327	12680
1	2	5	6	1	1277	1	2670	2403	in_short_2_1_loudCheck.wav	4	0	17400	18677	22322
1	3	3	4	2	863	0	2350	1795	l_2_2_loudCheck.wav	V	0	26729	27592	31031
1	4	1	1	1	976	0	2134	2341	a_short_2_2.wav	N	0	35184	36160	40049
1	5	6	5	2	1212	0	2195	2123	b_2_1.wav	5	0	44297	45509	48950
1	6	2	2	2	1276	1	2881	2898	e_short_2_2.wav	R	0	53886	55162	59308
1	7	5	5	2	1477	1	2885	1628	b_2_1.wav	4	0	64203	65680	68350
1	8	1	2	1	1057	1	2841	2151	e_short_2_2.wav	N	0	73211	74268	77876
1	9	2	1	1	1912	1	2219	1380	a_short_2_2.wav	R	0	82106	84018	85991
1	10	3	3	2	1303	1	2786	2582	t_2_1_loudCheck.wav	V	0	90797	92100	95914
1	11	5	5	2	2102	1	2678	1639	b_2_1.wav	4	0	100603	102705	104753
1	12	4	4	2	1459	1	1927	1779	l_2_2_loudCheck.wav	3	0	108689	110148	113000
1	13	2	1	1	881	1	2269	1453	a_short_2_2.wav	R	0	117287	118168	121262
1	14	4	4	2	1719	1	2986	1574	l_2_2_loudCheck.wav	3	0	126261	127980	130369
1	15	3	3	2	1486	1	1738	2619	t_2_1_loudCheck.wav	V	0	134131	135617	139273
1	16	4	4	2	1518	1	2364	1670	l_2_2_loudCheck.wav	3	0	143661	145179	147840
1	17	5	6	1	1779	1	2639	2924	in_short_2_1_loudCheck.wav	4	0	152490	154269	157948
1	18	4	3	1	1287	1	1889	1796	t_2_1_loudCheck.wav	3	0	161854	163141	166187
1	19	1	1	2	1569	1	2221	1509	a_short_2_2.wav	N	0	170426	171995	174455
1	20	5	6	1	1667	1	2532	1146	in_short_2_1_loudCheck.wav	4	0	179010	180677	182664
1	21	2	1	1	1162	1	3315	1320	a_short_2_2.wav	R	0	188000	189162	191840
1	22	3	3	2	1182	1	1760	2602	t_2_1_loudCheck.wav	V	0	195613	196795	200732
1	23	6	5	1	1561	1	2954	1066	b_2_1.wav	5	0	205710	207271	209293
1	24	3	4	1	967	1	2671	2244	l_2_2_loudCheck.wav	V	0	213982	214949	218744
1	25	6	6	1	1550	0	2632	2173	in_short_2_1_loudCheck.wav	5	0	223393	224943	228073
1	26	2	1	1	961	1	2010	2041	a_short_2_2.wav	R	0	232106	233067	236662
1	27	6	6	2	968	1	2871	1855	in_short_2_1_loudCheck.wav	5	0	241555	242523	245926
1	28	1	1	1	2035	0	2836	1718	a_short_2_2.wav	N	0	250771	252806	255008
1	29	3	4	1	827	1	1852	2035	l_2_2_loudCheck.wav	V	0	258872	259699	263415
1	30	2	2	2	1279	1	1991	2130	e_short_2_2.wav	R	0	267417	268696	272082
1	31	5	6	1	1766	1	3200	899	in_short_2_1_loudCheck.wav	4	0	277297	279063	280715
1	32	5	5	2	2361	1	2720	1592	b_2_1.wav	4	0	285455	287816	289566
1	33	4	3	2	1783	0	3114	1289	t_2_1_loudCheck.wav	3	0	294702	296485	298497
1	34	3	4	1	1208	1	2586	1105	l_2_2_loudCheck.wav	V	0	303094	304302	306719
1	35	6	6	2	1153	1	2466	2220	in_short_2_1_loudCheck.wav	5	0	311197	312350	315925
1	36	1	2	1	1508	1	2911	2155	e_short_2_2.wav	N	0	320844	322352	325525
1	37	5	5	2	1751	1	2458	1395	b_2_1.wav	4	0	330007	331758	333917
1	38	3	3	2	2361	1	1615	2131	t_2_1_loudCheck.wav	V	0	337553	339914	342197
1	39	1	2	1	1512	1	3581	1599	e_short_2_2.wav	N	0	347792	349304	351911
1	40	4	3	2	747	0	2448	2754	t_2_1_loudCheck.wav	3	0	356375	357122	361654
1	41	1	2	2	1560	0	2334	1996	e_short_2_2.wav	N	0	366009	367569	370529
1	42	6	5	2	1834	0	2925	1654	b_2_1.wav	5	0	375470	377304	379653
1	43	2	2	0	0	2	3740	2189	e_short_2_2.wav	R	0	385404	0	390119
1	44	1	1	1	798	0	2182	1656	a_short_2_2.wav	N	0	394324	395122	398489
1	45	6	5	2	1341	0	2035	1465	b_2_1.wav	5	0	402533	403874	406505
1	46	2	2	1	1036	0	2335	2422	e_short_2_2.wav	R	0	410857	411893	415785
1	47	4	4	2	1992	1	3387	1582	l_2_2_loudCheck.wav	3	0	421194	423186	425291
1	48	6	6	1	1805	0	3066	2324	in_short_2_1_loudCheck.wav	5	0	430373	432178	435218
