block	trial	vStim	aStim	resp	rt	fb	iti	feedJitter	aFile	vSymbol	LeftIsMatch	stimOnset	respOnset	feedbackOnset
1	1	4	3	2	1498	0	2269	2041	t_2_1_loudCheck.wav	3	0	7315	8813	11867
1	2	5	6	2	1653	0	3114	1289	in_short_2_1_loudCheck.wav	4	0	17002	18655	20797
1	3	3	4	2	1398	0	2911	1654	l_2_2_loudCheck.wav	V	0	25719	27117	29899
1	4	1	1	2	2181	1	2448	1639	a_short_2_2.wav	N	0	34358	36539	38506
1	5	6	5	2	1749	0	2335	899	b_2_1.wav	5	0	42850	44599	46254
1	6	2	2	2	1967	1	2881	1592	e_short_2_2.wav	R	0	51155	53122	55254
1	7	5	5	1	1764	0	2786	1146	b_2_1.wav	4	0	60062	61826	63727
1	8	1	2	1	1546	1	2586	2151	e_short_2_2.wav	N	0	68334	69880	73003
1	9	2	1	2	2172	0	1927	1509	a_short_2_2.wav	R	0	76943	79115	80968
1	10	3	3	2	1877	1	2334	2035	t_2_1_loudCheck.wav	V	0	85325	87202	89867
1	11	5	5	2	2339	1	1889	2403	b_2_1.wav	4	0	93766	96105	98690
1	12	4	4	1	2451	0	2010	2582	l_2_2_loudCheck.wav	3	0	102724	105175	107822
1	13	2	1	2	1622	0	2836	2244	a_short_2_2.wav	R	0	112669	114291	117431
1	14	4	4	0	0	2	3200	1574	l_2_2_loudCheck.wav	3	0	122649	0	126742
1	15	3	3	2	1306	1	2632	2220	t_2_1_loudCheck.wav	V	0	131398	132704	136125
1	16	4	4	2	1352	1	2925	1105	l_2_2_loudCheck.wav	3	0	141059	142411	144676
1	17	5	6	1	2186	1	2182	1582	in_short_2_1_loudCheck.wav	4	0	148871	151057	152962
1	18	4	3	1	1159	1	2503	1718	t_2_1_loudCheck.wav	3	0	157481	158640	161719
1	19	1	1	2	1546	1	2885	1395	a_short_2_2.wav	N	0	166617	168163	170548
1	20	5	6	2	1564	0	3740	1996	in_short_2_1_loudCheck.wav	4	0	176309	177873	180815
1	21	2	1	2	2010	0	1738	1796	a_short_2_2.wav	R	0	184570	186580	188871
1	22	3	3	2	910	1	2678	1628	t_2_1_loudCheck.wav	V	0	193567	194477	197723
1	23	6	5	2	1828	0	2720	1066	b_2_1.wav	5	0	202463	204291	206047
1	24	3	4	1	1396	1	2195	1320	l_2_2_loudCheck.wav	V	0	210260	211656	214093
1	25	6	6	2	2039	1	2871	2619	in_short_2_1_loudCheck.wav	5	0	218977	221016	224113
1	26	2	1	2	2126	0	2350	2898	a_short_2_2.wav	R	0	228487	230613	233892
1	27	6	6	2	1478	1	3387	1855	in_short_2_1_loudCheck.wav	5	0	239289	240767	243659
1	28	1	1	2	1274	1	2670	2602	a_short_2_2.wav	N	0	248337	249611	253458
1	29	3	4	1	1166	1	2671	1380	l_2_2_loudCheck.wav	V	0	258153	259319	262051
1	30	2	2	2	1405	1	2035	1779	e_short_2_2.wav	R	0	266105	267510	270392
1	31	5	6	0	0	2	1991	1670	in_short_2_1_loudCheck.wav	4	0	274401	0	278589
1	32	5	5	2	1347	1	1615	2131	b_2_1.wav	4	0	282215	283562	286859
1	33	4	3	1	1523	1	2532	2924	t_2_1_loudCheck.wav	3	0	291405	292928	296853
1	34	3	4	1	1197	1	2364	2422	l_2_2_loudCheck.wav	V	0	301234	302431	306166
1	35	6	6	2	1595	1	2466	2341	in_short_2_1_loudCheck.wav	5	0	310654	312249	315502
1	36	1	2	1	1476	1	1852	2189	e_short_2_2.wav	N	0	319374	320850	324088
1	37	5	5	1	2114	0	2639	2130	b_2_1.wav	4	0	328749	330863	333396
1	38	3	3	2	801	1	3315	2324	t_2_1_loudCheck.wav	V	0	338726	339527	343587
1	39	1	2	1	2120	1	2841	2173	e_short_2_2.wav	N	0	348449	350569	353135
1	40	4	3	1	1105	1	3066	2754	t_2_1_loudCheck.wav	3	0	358223	359328	363498
1	41	1	2	1	1253	1	3581	2123	e_short_2_2.wav	N	0	369100	370353	373760
1	42	6	5	1	1175	1	2986	1465	b_2_1.wav	5	0	378768	379943	382751
1	43	2	2	1	1347	0	2954	1599	e_short_2_2.wav	R	0	387722	389069	391838
1	44	1	1	1	1626	0	1760	1656	a_short_2_2.wav	N	0	395613	397239	399803
1	45	6	5	1	1329	1	2458	2576	b_2_1.wav	5	0	404269	405598	409361
1	46	2	2	2	1190	1	2134	2155	e_short_2_2.wav	R	0	413512	414702	418174
1	47	4	4	2	2325	1	2219	1453	l_2_2_loudCheck.wav	3	0	422417	424742	426392
1	48	6	6	2	1578	1	2221	1795	in_short_2_1_loudCheck.wav	5	0	430626	432204	434958
