block	trial	vStim	aStim	resp	rt	fb	iti	feedJitter	aFile	vSymbol	LeftIsMatch	stimOnset	respOnset	feedbackOnset
2	1	3	4	2	1383	1	2841	2898	u_short_2_1.wav	I	1	7906	9289	13338
2	2	4	3	1	1194	0	3581	2576	w_2_2_loudCheck.wav	0	1	18946	20140	24041
2	3	5	5	1	903	1	2035	1592	r_2_1.wav	:	1	28110	29013	32226
2	4	6	6	1	1212	1	2632	1066	ach_2_1.wav	1	1	36897	38109	40487
2	5	1	2	1	949	0	2836	1453	z_2_2.wav	A	1	45358	46307	49329
2	6	5	5	1	1221	1	1852	2041	r_2_1.wav	:	1	53194	54415	57743
2	7	2	1	1	1113	0	2885	2602	k_2_1_loudCheck.wav	E	1	62682	63795	67820
2	8	5	5	1	669	1	2458	1855	r_2_1.wav	:	1	72302	72971	76673
2	9	5	6	1	1023	0	3387	1656	ach_2_1.wav	:	1	82068	83091	86239
2	10	1	1	2	1493	0	2134	2189	k_2_1_loudCheck.wav	A	1	90381	91874	95078
2	11	3	3	2	1221	0	2182	2403	w_2_2_loudCheck.wav	I	1	99283	100504	104212
2	12	6	5	2	1180	1	2881	1670	r_2_1.wav	1	1	109117	110297	113294
2	13	1	1	2	1236	0	2364	2754	k_2_1_loudCheck.wav	A	1	117669	118905	122933
2	14	4	4	1	1296	1	2219	1599	u_short_2_1.wav	0	1	127173	128469	131278
2	15	3	3	2	1916	0	3740	1395	w_2_2_loudCheck.wav	I	1	137033	138949	140955
2	16	1	2	2	1449	1	2503	1146	z_2_2.wav	A	1	145479	146928	149161
2	17	3	3	1	1232	1	1738	1289	w_2_2_loudCheck.wav	I	1	152921	154153	156715
2	18	6	5	2	1086	1	2221	1654	r_2_1.wav	1	1	160947	162033	165121
2	19	2	2	1	1488	1	2670	2123	z_2_2.wav	E	1	169802	171290	174444
2	20	4	3	1	996	0	2010	2220	w_2_2_loudCheck.wav	0	1	178476	179472	183228
2	21	4	4	1	994	1	2466	1718	u_short_2_1.wav	0	1	187703	188697	191928
2	22	6	5	2	860	1	2871	2173	r_2_1.wav	1	1	196812	197672	201518
2	23	1	1	1	931	1	2350	2341	k_2_1_loudCheck.wav	A	1	205890	206821	210738
2	24	6	5	2	1238	1	2195	1996	r_2_1.wav	1	1	214953	216191	219462
2	25	4	3	2	2093	1	1889	1509	w_2_2_loudCheck.wav	0	1	223368	225461	227398
2	26	6	6	1	1101	1	3066	2324	ach_2_1.wav	1	1	232486	233587	237331
2	27	3	4	1	1671	0	2720	1320	u_short_2_1.wav	I	1	242072	243743	245910
2	28	6	6	1	900	1	3315	2155	ach_2_1.wav	1	1	251238	252138	255914
2	29	2	2	1	1539	1	2448	2582	z_2_2.wav	E	1	260385	261924	265476
2	30	3	4	1	1618	0	2671	1465	u_short_2_1.wav	I	1	270158	271776	274141
2	31	2	1	2	1067	1	3200	1639	k_2_1_loudCheck.wav	E	1	279358	280425	283516
2	32	2	1	2	1080	1	1991	2619	k_2_1_loudCheck.wav	E	1	287516	288596	292653
2	33	5	6	2	901	1	2269	2130	ach_2_1.wav	:	1	296946	297847	301581
2	34	5	5	1	807	1	1760	2151	r_2_1.wav	:	1	305357	306164	310024
2	35	5	6	2	1047	1	2925	2035	ach_2_1.wav	:	1	314960	316007	319525
2	36	1	2	2	1232	1	2334	2422	z_2_2.wav	A	1	323869	325101	328798
2	37	2	1	2	1286	1	1615	2924	k_2_1_loudCheck.wav	E	1	332435	333721	337872
2	38	4	4	1	1611	1	2678	1582	u_short_2_1.wav	0	1	342567	344178	346660
2	39	1	1	1	1329	1	2586	1795	k_2_1_loudCheck.wav	A	1	351262	352591	355577
2	40	3	3	1	1401	1	2335	899	w_2_2_loudCheck.wav	I	1	359930	361331	363335
2	41	6	6	1	1203	1	2786	2131	ach_2_1.wav	1	1	368141	369344	372807
2	42	3	4	1	1885	0	2986	2244	u_short_2_1.wav	I	1	377807	379692	382586
2	43	2	2	1	1033	1	2954	1380	z_2_2.wav	E	1	387557	388590	391454
2	44	5	6	2	1122	1	2911	1779	ach_2_1.wav	:	1	396384	397506	400673
2	45	4	4	1	1032	1	1927	1628	u_short_2_1.wav	0	1	404618	405650	408779
2	46	1	2	2	1493	1	3114	1574	z_2_2.wav	A	1	413913	415406	417992
2	47	4	3	2	1094	1	2639	1796	w_2_2_loudCheck.wav	0	1	422656	423750	426968
2	48	2	2	1	976	1	2532	1105	z_2_2.wav	E	1	431518	432494	435131
