block	trial	vStim	aStim	resp	rt	fb	iti	feedJitter	aFile	vSymbol	LeftIsMatch	stimOnset	respOnset	feedbackOnset
2	1	3	4	2	1065	0	2639	1465	u_short_2_1.wav	I	0	7679	8744	11649
2	2	4	3	2	951	0	1852	2619	w_2_2_loudCheck.wav	0	0	15519	16470	20662
2	3	5	5	2	745	1	2586	1380	r_2_1.wav	:	0	25272	26017	29172
2	4	6	6	2	1391	1	2035	2123	ach_2_1.wav	1	0	33226	34617	37856
2	5	1	2	2	1264	0	2632	1395	z_2_2.wav	A	0	42511	43775	46413
2	6	5	5	2	1485	1	2195	2898	r_2_1.wav	:	0	50628	52113	56040
2	7	2	1	2	1367	0	2466	1509	k_2_1_loudCheck.wav	E	0	60515	61882	64532
2	8	5	5	2	745	1	2841	2576	r_2_1.wav	:	0	69396	70141	74502
2	9	5	6	1	1236	1	2448	1146	ach_2_1.wav	:	0	78967	80203	82622
2	10	1	1	2	1087	1	1760	2220	k_2_1_loudCheck.wav	A	0	86403	87490	91156
2	11	3	3	2	1182	1	1927	2131	w_2_2_loudCheck.wav	I	0	95092	96274	99738
2	12	6	5	1	1298	1	2532	1592	r_2_1.wav	1	0	104285	105583	108384
2	13	1	1	2	1136	1	2219	1574	k_2_1_loudCheck.wav	A	0	112626	113762	116706
2	14	4	4	1	1520	0	2786	2754	u_short_2_1.wav	0	0	121516	123036	126789
2	15	3	3	2	1835	1	3740	2189	w_2_2_loudCheck.wav	I	0	132550	134385	137249
2	16	1	2	1	1302	1	3066	1656	z_2_2.wav	A	0	142338	143640	146514
2	17	3	3	2	964	1	2881	1639	w_2_2_loudCheck.wav	I	0	151404	152368	155550
2	18	6	5	1	1224	1	1991	1654	r_2_1.wav	1	0	159550	160774	163722
2	19	2	2	2	1246	1	3114	1066	z_2_2.wav	E	0	168846	170092	172435
2	20	4	3	1	1022	1	2954	2924	w_2_2_loudCheck.wav	0	0	177407	178429	182848
2	21	4	4	2	731	1	2670	1996	u_short_2_1.wav	0	0	187535	188266	192050
2	22	6	5	1	1555	1	2010	1105	r_2_1.wav	1	0	196076	197631	199714
2	23	1	1	2	768	1	2885	1796	k_2_1_loudCheck.wav	A	0	204611	205379	208926
2	24	6	5	1	1086	1	2134	1628	r_2_1.wav	1	0	213078	214164	217214
2	25	4	3	1	1113	1	2221	2151	w_2_2_loudCheck.wav	0	0	221455	222568	226126
2	26	6	6	2	1090	1	2911	1453	ach_2_1.wav	1	0	231048	232138	235027
2	27	3	4	1	1151	1	2458	2341	u_short_2_1.wav	I	0	239498	240649	244371
2	28	6	6	1	903	0	2986	1718	ach_2_1.wav	1	0	249377	250280	253613
2	29	2	2	2	1196	1	3315	2041	z_2_2.wav	E	0	258940	260136	263518
2	30	3	4	1	1407	1	2182	1670	u_short_2_1.wav	I	0	267722	269129	271901
2	31	2	1	1	1232	1	1889	2155	k_2_1_loudCheck.wav	E	0	275801	277033	280477
2	32	2	1	1	1122	1	2925	899	k_2_1_loudCheck.wav	E	0	285426	286548	288837
2	33	5	6	1	1387	1	3200	1795	ach_2_1.wav	:	0	294057	295444	298371
2	34	5	5	2	1532	1	2334	2130	r_2_1.wav	:	0	302724	304256	307360
2	35	5	6	2	1125	0	2350	1599	ach_2_1.wav	:	0	311726	312851	315832
2	36	1	2	1	1227	1	2364	2602	z_2_2.wav	A	0	320212	321439	325324
2	37	2	1	1	2340	1	2678	2035	k_2_1_loudCheck.wav	E	0	330026	332366	334572
2	38	4	4	2	762	1	3387	2403	u_short_2_1.wav	0	0	339969	340731	344887
2	39	1	1	2	1083	1	2871	1320	k_2_1_loudCheck.wav	A	0	349782	350865	353619
2	40	3	3	2	1254	1	3581	1779	w_2_2_loudCheck.wav	I	0	359213	360467	363512
2	41	6	6	2	893	1	2671	2324	ach_2_1.wav	1	0	368201	369094	373043
2	42	3	4	1	1261	1	2335	2582	u_short_2_1.wav	I	0	377398	378659	382502
2	43	2	2	2	1556	1	1615	2173	z_2_2.wav	E	0	386128	387684	390814
2	44	5	6	1	1292	1	2503	2244	ach_2_1.wav	:	0	395339	396631	400103
2	45	4	4	2	754	1	2269	2422	u_short_2_1.wav	0	0	404389	405143	409317
2	46	1	2	1	1678	1	1738	1855	z_2_2.wav	A	0	413077	414755	417437
2	47	4	3	1	1028	1	2720	1582	w_2_2_loudCheck.wav	0	0	422166	423194	426267
2	48	2	2	2	1177	1	2836	1289	z_2_2.wav	E	0	431119	432296	434926
