block	trial	vStim	aStim	resp	rt	fb	iti	feedJitter	aFile	vSymbol	LeftIsMatch	stimOnset	respOnset	feedbackOnset
2	1	3	4	2	591	0	2035	2403	u_short_2_1.wav	I	0	7092	7683	12007
2	2	4	3	2	1404	0	3315	1670	w_2_2_loudCheck.wav	0	0	17364	18768	21555
2	3	5	5	2	1453	1	2350	899	r_2_1.wav	:	0	25932	27385	29338
2	4	6	6	2	988	1	2841	1289	ach_2_1.wav	1	0	34215	35203	38018
2	5	1	2	2	1018	0	1991	2324	z_2_2.wav	A	0	42036	43054	46879
2	6	5	5	2	1423	1	2786	1105	r_2_1.wav	:	0	51685	53108	55325
2	7	2	1	2	831	0	3740	2422	k_2_1_loudCheck.wav	E	0	61094	61925	66026
2	8	5	5	2	699	1	2911	1795	r_2_1.wav	:	0	70959	71658	75264
2	9	5	6	1	1017	1	3066	1639	ach_2_1.wav	:	0	80349	81366	84525
2	10	1	1	2	1523	1	2364	1796	k_2_1_loudCheck.wav	A	0	88898	90421	93220
2	11	3	3	2	1206	1	2836	2130	w_2_2_loudCheck.wav	I	0	98074	99280	102739
2	12	6	5	1	1217	1	2670	2582	r_2_1.wav	1	0	107425	108642	112542
2	13	1	1	2	1712	1	3200	1628	k_2_1_loudCheck.wav	A	0	117753	119465	121900
2	14	4	4	2	1407	1	2334	2035	u_short_2_1.wav	0	0	126254	127661	130796
2	15	3	3	2	1062	1	3114	1718	w_2_2_loudCheck.wav	I	0	135921	136983	140145
2	16	1	2	1	930	1	1852	1582	z_2_2.wav	A	0	144010	144940	148100
2	17	3	3	2	811	1	2269	1599	w_2_2_loudCheck.wav	I	0	152385	153196	156489
2	18	6	5	1	1176	1	2871	1855	r_2_1.wav	1	0	161376	162552	165748
2	19	2	2	2	1277	1	1615	1656	z_2_2.wav	E	0	169371	170648	173540
2	20	4	3	1	922	1	2532	1996	w_2_2_loudCheck.wav	0	0	178080	179002	182584
2	21	4	4	2	662	1	2632	1066	u_short_2_1.wav	0	0	187233	187895	190806
2	22	6	5	1	941	1	2720	2189	r_2_1.wav	1	0	195544	196485	200268
2	23	1	1	2	850	1	2925	2123	k_2_1_loudCheck.wav	A	0	205216	206066	209851
2	24	6	5	1	884	1	2219	1654	r_2_1.wav	1	0	214093	214977	218252
2	25	4	3	2	999	0	3581	1146	w_2_2_loudCheck.wav	0	0	223844	224843	227510
2	26	6	6	2	845	1	2986	2602	ach_2_1.wav	1	0	232517	233362	237637
2	27	3	4	1	997	1	2182	2576	u_short_2_1.wav	I	0	241843	242840	246945
2	28	6	6	2	820	1	2881	1509	ach_2_1.wav	1	0	251843	252663	255859
2	29	2	2	2	2015	1	2134	2151	z_2_2.wav	E	0	260015	262030	264691
2	30	3	4	1	886	1	2503	1574	u_short_2_1.wav	I	0	269205	270091	273299
2	31	2	1	1	996	1	2671	2155	k_2_1_loudCheck.wav	E	0	277994	278990	282667
2	32	2	1	1	1216	1	2335	1465	k_2_1_loudCheck.wav	E	0	287025	288241	290996
2	33	5	6	1	943	1	2586	2924	ach_2_1.wav	:	0	295599	296542	301043
2	34	5	5	2	868	1	2954	1453	r_2_1.wav	:	0	306014	306882	309984
2	35	5	6	1	796	1	2448	1380	ach_2_1.wav	:	0	314444	315240	318350
2	36	1	2	1	926	1	2221	2619	z_2_2.wav	A	0	322590	323516	327729
2	37	2	1	1	1114	1	2458	1779	k_2_1_loudCheck.wav	E	0	332211	333325	336505
2	38	4	4	2	680	1	1927	1592	u_short_2_1.wav	0	0	340450	341130	344558
2	39	1	1	2	824	1	3387	2220	k_2_1_loudCheck.wav	A	0	349968	350792	354703
2	40	3	3	2	1032	1	2010	2754	w_2_2_loudCheck.wav	I	0	358721	359753	363991
2	41	6	6	2	795	1	2639	2341	ach_2_1.wav	1	0	368651	369446	373509
2	42	3	4	1	1017	1	1889	1320	u_short_2_1.wav	I	0	377417	378434	381258
2	43	2	2	2	1043	1	1738	2131	z_2_2.wav	E	0	385009	386052	389646
2	44	5	6	1	1050	1	2885	2244	ach_2_1.wav	:	0	394545	395595	399308
2	45	4	4	2	763	1	2466	2173	u_short_2_1.wav	0	0	403792	404555	408489
2	46	1	2	1	1176	1	2678	2898	z_2_2.wav	A	0	413189	414365	418614
2	47	4	3	1	1045	1	2195	2041	w_2_2_loudCheck.wav	0	0	422819	423864	427373
2	48	2	2	2	828	1	1760	1395	z_2_2.wav	E	0	431155	431983	435067
