block	trial	vStim	aStim	resp	rt	fb	iti	feedJitter	aFile	vSymbol	LeftIsMatch	stimOnset	respOnset	feedbackOnset
1	1	4	3	0	0	2	1889	1628	t_2_1_loudCheck.wav	3	1	6956	0	11113
1	2	5	6	2	1052	1	3066	2619	in_short_2_1_loudCheck.wav	4	1	16216	17268	21355
1	3	3	4	1	1068	0	1760	1380	l_2_2_loudCheck.wav	V	1	25172	26240	29069
1	4	1	1	2	1122	0	1991	1395	a_short_2_2.wav	N	1	33080	34202	36993
1	5	6	5	2	1978	1	2448	2324	b_2_1.wav	5	1	41477	43455	46311
1	6	2	2	2	1260	0	2841	2403	e_short_2_2.wav	R	1	51205	52465	56122
1	7	5	5	1	1038	1	2010	1592	b_2_1.wav	4	1	60156	61194	64264
1	8	1	2	1	1225	0	2954	1718	e_short_2_2.wav	N	1	69241	70466	73475
1	9	2	1	2	1448	1	2269	1639	a_short_2_2.wav	R	1	77757	79205	81901
1	10	3	3	1	889	1	2720	2123	t_2_1_loudCheck.wav	V	1	86630	87519	91289
1	11	5	5	1	1466	1	2871	2220	b_2_1.wav	4	1	96182	97648	100919
1	12	4	4	1	572	1	3740	2754	l_2_2_loudCheck.wav	3	1	106667	107239	111947
1	13	2	1	1	1795	0	2350	1654	a_short_2_2.wav	R	1	116319	118114	120480
1	14	4	4	1	914	1	2836	2189	l_2_2_loudCheck.wav	3	1	125327	126241	130051
1	15	3	3	1	1214	1	2881	1779	t_2_1_loudCheck.wav	V	1	134954	136168	139240
1	16	4	4	1	1025	1	2632	2173	l_2_2_loudCheck.wav	3	1	143890	144915	148570
1	17	5	6	2	1200	1	2466	2924	in_short_2_1_loudCheck.wav	4	1	153059	154259	158490
1	18	4	3	1	1029	0	1927	2898	t_2_1_loudCheck.wav	3	1	162434	163463	167848
1	19	1	1	2	1336	0	2786	1465	a_short_2_2.wav	N	1	172644	173980	176644
1	20	5	6	2	1903	1	2195	1599	in_short_2_1_loudCheck.wav	4	1	180856	182759	184968
1	21	2	1	2	1685	1	2364	1320	a_short_2_2.wav	R	1	189348	191033	193178
1	22	3	3	1	1243	1	2532	2131	t_2_1_loudCheck.wav	V	1	197723	198966	202362
1	23	6	5	1	2227	0	2458	1289	b_2_1.wav	5	1	206834	209061	210638
1	24	3	4	2	1493	1	2586	2244	l_2_2_loudCheck.wav	V	1	215235	216728	219999
1	25	6	6	1	1286	1	3581	1582	in_short_2_1_loudCheck.wav	5	1	225597	226883	229699
1	26	2	1	1	1524	0	3114	1146	a_short_2_2.wav	R	1	234829	236353	238481
1	27	6	6	0	0	2	2639	2422	in_short_2_1_loudCheck.wav	5	1	243141	0	248097
1	28	1	1	1	1604	1	2986	1670	a_short_2_2.wav	N	1	253104	254708	257309
1	29	3	4	2	892	1	2911	1996	l_2_2_loudCheck.wav	V	1	262231	263123	266737
1	30	2	2	2	1484	0	2221	1105	e_short_2_2.wav	R	1	270974	272458	274600
1	31	5	6	2	1589	1	3200	1796	in_short_2_1_loudCheck.wav	4	1	279812	281401	284127
1	32	5	5	2	1152	0	2334	1509	b_2_1.wav	4	1	288479	289631	292511
1	33	4	3	2	997	1	3387	2151	t_2_1_loudCheck.wav	3	1	297921	298918	302587
1	34	3	4	2	924	1	1852	1453	l_2_2_loudCheck.wav	V	1	306450	307374	310428
1	35	6	6	1	1183	1	3315	899	in_short_2_1_loudCheck.wav	5	1	315755	316938	319175
1	36	1	2	1	1453	0	2335	2155	e_short_2_2.wav	N	1	323529	324982	328206
1	37	5	5	1	964	1	2182	2576	b_2_1.wav	4	1	332412	333376	337497
1	38	3	3	1	817	1	1615	1795	t_2_1_loudCheck.wav	V	1	341129	341946	345437
1	39	1	2	1	1390	0	2670	1574	e_short_2_2.wav	N	1	350126	351516	354218
1	40	4	3	2	1068	1	2503	1656	t_2_1_loudCheck.wav	3	1	358746	359814	362938
1	41	1	2	2	1050	1	2678	2035	e_short_2_2.wav	N	1	367625	368675	372171
1	42	6	5	1	964	0	2925	1066	b_2_1.wav	5	1	377107	378071	380685
1	43	2	2	2	1118	0	2134	2130	e_short_2_2.wav	R	1	384837	385955	389475
1	44	1	1	2	1303	0	2885	1855	a_short_2_2.wav	N	1	394375	395678	398750
1	45	6	5	2	1449	1	2035	2341	b_2_1.wav	5	1	402793	404242	407641
1	46	2	2	2	1350	0	1738	2041	e_short_2_2.wav	R	1	411399	412749	415946
1	47	4	4	2	2230	0	2219	2582	l_2_2_loudCheck.wav	3	1	420187	422417	425291
1	48	6	6	2	1215	0	2671	2602	in_short_2_1_loudCheck.wav	5	1	429973	431188	435093
