block	trial	vStim	aStim	resp	rt	fb	iti	feedJitter	aFile	vSymbol	LeftIsMatch	stimOnset	respOnset	feedbackOnset
2	1	3	4	2	1438	1	2010	2130	u_short_2_1.wav	I	1	7123	8561	11789
2	2	4	3	1	2425	0	2350	2582	w_2_2_loudCheck.wav	0	1	16187	18612	21276
2	3	5	5	1	1801	1	2678	2324	r_2_1.wav	:	1	25997	27798	30833
2	4	6	6	1	1779	1	2670	1628	ach_2_1.wav	1	1	35557	37336	39704
2	5	1	2	2	1393	1	3315	2173	z_2_2.wav	A	1	45072	46465	49765
2	6	5	5	1	1958	1	2881	2131	r_2_1.wav	:	1	54668	56626	59304
2	7	2	1	1	2048	0	2632	1105	k_2_1_loudCheck.wav	E	1	63986	66034	67598
2	8	5	5	1	993	1	2364	1574	r_2_1.wav	:	1	71974	72967	76074
2	9	5	6	2	926	1	1927	2754	ach_2_1.wav	:	1	80026	80952	85295
2	10	1	1	1	1919	1	2195	1066	k_2_1_loudCheck.wav	A	1	89512	91431	93091
2	11	3	3	0	0	2	3581	2602	w_2_2_loudCheck.wav	I	1	98690	0	103828
2	12	6	5	2	976	1	2954	2341	r_2_1.wav	1	1	108806	109782	113662
2	13	1	1	1	1512	1	2911	2035	k_2_1_loudCheck.wav	A	1	118595	120107	123140
2	14	4	4	1	1921	1	2532	1380	u_short_2_1.wav	0	1	127683	129604	131570
2	15	3	3	2	1546	0	1760	1670	w_2_2_loudCheck.wav	I	1	135350	136896	139537
2	16	1	2	2	1483	1	2221	2576	z_2_2.wav	A	1	143769	145252	148882
2	17	3	3	1	1507	1	2269	2041	w_2_2_loudCheck.wav	I	1	153168	154675	157714
2	18	6	5	2	928	1	2786	1996	r_2_1.wav	1	1	162521	163449	167036
2	19	2	2	2	1855	0	2639	1656	z_2_2.wav	E	1	171692	173547	175881
2	20	4	3	2	1556	1	1889	1796	w_2_2_loudCheck.wav	0	1	179779	181335	184095
2	21	4	4	1	1194	1	2836	1654	u_short_2_1.wav	0	1	188949	190143	193122
2	22	6	5	2	962	1	1738	2422	r_2_1.wav	1	1	196870	197832	201815
2	23	1	1	1	1171	1	1615	1855	k_2_1_loudCheck.wav	A	1	205451	206622	209836
2	24	6	5	2	1326	1	2334	1592	r_2_1.wav	1	1	214178	215504	218293
2	25	4	3	2	1403	1	2841	1320	w_2_2_loudCheck.wav	0	1	223157	224560	227008
2	26	6	6	1	1158	1	2448	2403	ach_2_1.wav	1	1	231468	232626	236397
2	27	3	4	2	1489	1	2871	2151	u_short_2_1.wav	I	1	241292	242781	245960
2	28	6	6	1	819	1	2458	1465	ach_2_1.wav	1	1	250429	251248	254409
2	29	2	2	1	1332	1	3740	2220	z_2_2.wav	E	1	260166	261498	264894
2	30	3	4	2	1415	1	2586	1453	u_short_2_1.wav	I	1	269490	270905	273463
2	31	2	1	2	1037	1	2219	899	k_2_1_loudCheck.wav	E	1	277695	278732	281099
2	32	2	1	2	930	1	3200	1289	k_2_1_loudCheck.wav	E	1	286319	287249	290127
2	33	5	6	2	1245	1	2335	2244	ach_2_1.wav	:	1	294473	295718	299223
2	34	5	5	1	1123	1	2182	2123	r_2_1.wav	:	1	303422	304545	308071
2	35	5	6	2	1181	1	2885	1639	ach_2_1.wav	:	1	312978	314159	317137
2	36	1	2	2	1049	1	2134	1718	z_2_2.wav	A	1	321280	322329	325505
2	37	2	1	2	1042	1	2986	2924	k_2_1_loudCheck.wav	E	1	330504	331546	335946
2	38	4	4	1	1285	1	3114	1795	u_short_2_1.wav	0	1	341077	342362	345378
2	39	1	1	1	907	1	1991	2155	k_2_1_loudCheck.wav	A	1	349388	350295	354061
2	40	3	3	1	1501	1	3387	1146	w_2_2_loudCheck.wav	I	1	359471	360972	363132
2	41	6	6	1	834	1	3066	1395	ach_2_1.wav	1	1	368219	369053	372135
2	42	3	4	2	916	1	1852	2189	u_short_2_1.wav	I	1	376008	376924	380705
2	43	2	2	1	950	1	2035	1779	z_2_2.wav	E	1	384763	385713	389065
2	44	5	6	2	935	1	2925	1509	ach_2_1.wav	:	1	394008	394943	398047
2	45	4	4	1	1150	1	2466	2898	u_short_2_1.wav	0	1	402536	403686	407941
2	46	1	2	2	1091	1	2503	1582	z_2_2.wav	A	1	412454	413545	416556
2	47	4	3	2	966	1	2720	2619	w_2_2_loudCheck.wav	0	1	421292	422258	426430
2	48	2	2	1	906	1	2671	1599	z_2_2.wav	E	1	431124	432030	435241
