Scenario - 
Logfile written - 03/27/2021 11:29:47

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index
GPL002	218	Picture	90	2348634	0	1	7129	1	0	7000	other	0
GPL002	219	Picture	40	2355928	0	1	3813	1	0	3660	other	0
GPL002	220	Picture	90	2359908	0	1	7129	1	0	7000	other	0
GPL002	221	Picture	40	2367202	0	1	2155	1	0	2130	other	0
GPL002	222	Picture	90	2369524	0	1	7129	1	0	7000	other	0
GPL002	223	Picture	40	2376818	0	1	3482	1	0	3310	other	0
GPL002	224	Picture	90	2380466	0	1	7129	1	0	7000	other	0
GPL002	225	Picture	40	2387761	0	1	2155	1	0	2140	other	0
GPL002	226	Picture	90	2390082	0	1	7129	1	0	7000	other	0
GPL002	227	Picture	40	2397377	0	1	2818	1	0	2690	other	0
GPL002	228	Picture	90	2400361	0	1	7129	1	0	7000	other	0
GPL002	229	Picture	40	2407656	0	1	1824	1	0	1780	other	0
GPL002	230	Picture	90	2409646	0	1	7129	1	0	7000	other	0
GPL002	231	Picture	40	2416941	0	1	2653	1	0	2490	other	0
GPL002	232	Picture	90	2419759	0	1	7129	1	0	7000	other	0
GPL002	233	Picture	40	2427054	0	1	2984	1	0	2860	other	0
GPL002	234	Picture	50	2430204	0	1	90192	1	0	next	other	0
GPL002	235	Picture	80	2520396	0	1	7129	1	0	7000	other	0
GPL002	236	Picture	40	2527691	0	1	1824	1	0	1780	other	0
GPL002	237	Picture	80	2529680	0	1	7129	1	0	7000	other	0
GPL002	238	Picture	40	2536975	0	1	2155	1	0	2140	other	0
GPL002	239	Picture	80	2539296	0	1	7129	1	0	7000	other	0
GPL002	240	Picture	40	2546591	0	1	3482	1	0	3310	other	0
GPL002	241	Picture	80	2550239	0	1	7129	1	0	7000	other	0
GPL002	242	Picture	40	2557534	0	1	2155	1	0	1990	other	0
GPL002	243	Picture	80	2559855	0	1	7129	1	0	7000	other	0
GPL002	244	Picture	40	2567150	0	1	2984	1	0	2860	other	0
GPL002	245	Picture	80	2570300	0	1	7129	1	0	7000	other	0
GPL002	246	Picture	40	2577595	0	1	2818	1	0	2690	other	0
GPL002	247	Picture	80	2580579	0	1	7129	1	0	7000	other	0
GPL002	248	Picture	40	2587874	0	1	2155	1	0	2130	other	0
GPL002	249	Picture	80	2590195	0	1	7129	1	0	7000	other	0
GPL002	250	Picture	40	2597490	0	1	2653	1	0	2490	other	0
GPL002	251	Picture	85	2600308	0	1	7129	1	0	7000	miss	0
GPL002	252	Picture	40	2607603	0	1	3813	1	0	3660	other	0
GPL002	253	Picture	80	2611582	0	1	7129	1	0	7000	other	0
GPL002	254	Picture	40	2618877	0	1	4476	1	0	4350	other	0
GPL002	255	Picture	50	2623520	0	1	50070	1	0	next	other	0
GPL002	256	Picture	70	2673589	0	1	7129	1	0	7000	other	0
GPL002	257	Picture	40	2680884	0	1	3482	1	0	3310	other	0
GPL002	258	Picture	70	2684532	0	1	7129	1	0	7000	other	0
GPL002	259	Picture	40	2691827	0	1	2819	1	0	2690	other	0
GPL002	260	Picture	70	2694811	0	1	7129	1	0	7000	other	0
GPL002	261	Picture	40	2702106	0	1	2653	1	0	2490	other	0
GPL002	262	Picture	75	2704924	0	1	7129	1	0	7000	miss	0
GPL002	263	Picture	40	2712219	0	1	1824	1	0	1780	other	0
GPL002	264	Picture	70	2714209	0	1	7129	1	0	7000	other	0
GPL002	265	Picture	40	2721504	0	1	3813	1	0	3660	other	0
GPL002	266	Picture	70	2725483	0	1	7129	1	0	7000	other	0
GPL002	267	Picture	40	2732778	0	1	2155	1	0	1990	other	0
GPL002	268	Picture	75	2735099	0	1	7129	1	0	7000	miss	0
GPL002	269	Picture	40	2742394	0	1	2984	1	0	2860	other	0
GPL002	270	Picture	70	2745544	0	1	7129	1	0	7000	other	0
GPL002	271	Picture	40	2752839	0	1	2155	1	0	2130	other	0
GPL002	272	Picture	70	2755160	0	1	7129	1	0	7000	other	0
GPL002	273	Picture	40	2762455	0	1	2155	1	0	2140	other	0
GPL002	274	Picture	70	2764776	0	1	7129	1	0	7000	other	0
GPL002	275	Picture	40	2772071	0	1	4477	1	0	4350	other	0
GPL002	276	Picture	50	2776713	0	1	50070	1	0	next	other	0
GPL002	277	Picture	60	2826783	0	1	7129	1	0	7000	other	0
GPL002	278	Picture	40	2834078	0	1	2984	1	0	2860	other	0
GPL002	279	Picture	60	2837228	0	1	7129	1	0	7000	other	0
GPL002	280	Picture	40	2844523	0	1	2819	1	0	2690	other	0
GPL002	281	Picture	60	2847507	0	1	7129	1	0	7000	other	0
GPL002	282	Picture	40	2854802	0	1	3813	1	0	3660	other	0
GPL002	283	Picture	60	2858781	0	1	7129	1	0	7000	other	0
GPL002	284	Picture	40	2866076	0	1	2155	1	0	1990	other	0
GPL002	285	Picture	60	2868397	0	1	7129	1	0	7000	other	0
GPL002	286	Picture	40	2875692	0	1	1824	1	0	1780	other	0
GPL002	287	Picture	60	2877681	0	1	7129	1	0	7000	other	0
GPL002	288	Picture	40	2884976	0	1	2155	1	0	2130	other	0
GPL002	289	Picture	60	2887297	0	1	7129	1	0	7000	other	0
GPL002	290	Picture	40	2894592	0	1	4476	1	0	4350	other	0
GPL002	291	Picture	60	2899234	0	1	7129	1	0	7000	other	0
GPL002	292	Picture	40	2906529	0	1	3482	1	0	3310	other	0
GPL002	293	Picture	60	2910177	0	1	7129	1	0	7000	other	0
GPL002	294	Picture	40	2917472	0	1	2155	1	0	2140	other	0
GPL002	295	Picture	60	2919793	0	1	7129	1	0	7000	other	0
GPL002	296	Picture	40	2927088	0	1	2653	1	0	2490	other	0
GPL002	297	Picture	50	2929906	0	1	90192	1	0	next	other	0
GPL002	298	Picture	90	3020098	0	1	7129	1	0	7000	other	0
GPL002	299	Picture	40	3027393	0	1	2155	1	0	1990	other	0
GPL002	300	Picture	90	3029714	0	1	7129	1	0	7000	other	0
GPL002	301	Picture	40	3037009	0	1	2653	1	0	2490	other	0
GPL002	302	Picture	95	3039828	0	1	7129	1	0	7000	miss	0
GPL002	303	Picture	40	3047122	0	1	4476	1	0	4350	other	0
GPL002	304	Picture	90	3051765	0	1	7129	1	0	7000	other	0
GPL002	305	Picture	40	3059060	0	1	2155	1	0	2130	other	0
GPL002	306	Picture	90	3061381	0	1	7129	1	0	7000	other	0
GPL002	307	Picture	40	3068676	0	1	1824	1	0	1780	other	0
GPL002	308	Picture	90	3070665	0	1	7129	1	0	7000	other	0
GPL002	309	Picture	40	3077960	0	1	3813	1	0	3660	other	0
GPL002	310	Picture	90	3081939	0	1	7129	1	0	7000	other	0
GPL002	311	Picture	40	3089234	0	1	2819	1	0	2690	other	0
GPL002	312	Picture	90	3092218	0	1	7129	1	0	7000	other	0
GPL002	313	Picture	40	3099513	0	1	2984	1	0	2860	other	0
GPL002	314	Picture	90	3102663	0	1	7129	1	0	7000	other	0
GPL002	315	Picture	40	3109958	0	1	3482	1	0	3310	other	0
GPL002	316	Picture	90	3113606	0	1	7129	1	0	7000	other	0
GPL002	317	Picture	40	3120901	0	1	2155	1	0	2140	other	0
GPL002	318	Picture	50	3123066	0	322	30164	322	0	next	other	0
GPL002	319	Picture	80	3153230	0	1	7129	1	0	7000	other	0
GPL002	320	Picture	40	3160525	0	1	4476	1	0	4350	other	0
GPL002	321	Picture	80	3165168	0	1	7129	1	0	7000	other	0
GPL002	322	Picture	40	3172462	0	1	2984	1	0	2860	other	0
GPL002	323	Picture	80	3175613	0	1	7129	1	0	7000	other	0
GPL002	324	Picture	40	3182907	0	1	2155	1	0	2140	other	0
GPL002	325	Picture	80	3185229	0	1	7129	1	0	7000	other	0
