trial	block	stimIndex	Condition	VstimCaption	ISIjitter	stimOnset
1	1	1	letter	a	269	5014	
2	1	2	letter	t	214	6039	
3	1	3	letter	u	286	7001	
4	1	4	letter	z	199	8045	
5	1	5	letter	g	178	9007	
6	1	6	letter	e	366	9935	
7	1	7	letter	b	435	11063	
8	1	8	letter	p	249	12256	
9	1	9	letter	m	213	13268	
10	1	10	letter	r	331	14229	
11	1	1	FFtrained	E	269	18342	
12	1	2	FFtrained	4	286	19369	
13	1	3	FFtrained	FFtrainedTarget	213	20413	
14	1	4	FFtrained	I	435	21375	
15	1	5	FFtrained	3	178	22569	
16	1	6	FFtrained	R	249	23497	
17	1	7	FFtrained	N	214	24509	
18	1	8	FFtrained	:	331	25470	
19	1	9	FFtrained	V	366	26548	
20	1	10	FFtrained	A	199	27675	
21	1	1	FFnew	t	249	33656	
22	1	2	FFnew	h	269	34655	
23	1	3	FFnew	j	331	35683	
24	1	4	FFnew	q	214	36777	
25	1	5	FFnew	f	199	37739	
26	1	6	FFnew	p	286	38701	
27	1	7	FFnew	l	435	39745	
28	1	8	FFnew	t	213	40939	
29	1	9	FFnew	u	178	41900	
30	1	10	FFnew	FFnewTarget	366	42829	
31	1	1	FFfamiliar	e	286	50977	
32	1	2	FFfamiliar	d	435	52014	
33	1	3	FFfamiliar	FFfamiliarTarget	214	53207	
34	1	4	FFfamiliar	f	199	54169	
35	1	5	FFfamiliar	g	178	55131	
36	1	6	FFfamiliar	b	249	56059	
37	1	7	FFfamiliar	j	213	57070	
38	1	8	FFfamiliar	c	366	58032	
39	1	9	FFfamiliar	FFfamiliarTarget	269	59159	
40	1	10	FFfamiliar	a	331	60187	
41	2	1	letter	b	213	70301	
42	2	2	letter	u	178	71262	
43	2	3	letter	p	331	72190	
44	2	4	letter	a	435	73285	
45	2	5	letter	g	214	74479	
46	2	6	letter	LetterTarget	269	75440	
47	2	7	letter	m	286	76469	
48	2	8	letter	t	249	77512	
49	2	9	letter	z	366	78524	
50	2	10	letter	r	199	79651	
51	2	1	FFtrained	N	249	89631	
52	2	2	FFtrained	V	178	90643	
53	2	3	FFtrained	R	435	91572	
54	2	4	FFtrained	I	366	92765	
55	2	5	FFtrained	4	286	93893	
56	2	6	FFtrained	FFtrainedTarget	213	94938	
57	2	7	FFtrained	3	214	95899	
58	2	8	FFtrained	E	269	96861	
59	2	9	FFtrained	:	199	97872	
60	2	10	FFtrained	0	331	98834	
61	2	1	FFnew	u	213	106946	
62	2	2	FFnew	t	214	107902	
63	2	3	FFnew	q	435	108864	
64	2	4	FFnew	FFnewTarget	286	110058	
65	2	5	FFnew	f	178	111102	
66	2	6	FFnew	p	331	112031	
67	2	7	FFnew	FFnewTarget	366	113125	
68	2	8	FFnew	j	199	114252	
69	2	9	FFnew	l	249	115214	
70	2	10	FFnew	h	269	116225	
71	2	1	FFfamiliar	b	249	122272	
72	2	2	FFfamiliar	e	178	123271	
