trial	block	stimIndex	Condition	VstimCaption	ISIjitter	stimOnset
1	1	1	FFtrained	:	249	5012	
2	1	2	FFtrained	A	199	6022	
3	1	3	FFtrained	0	331	6983	
4	1	4	FFtrained	N	214	8078	
5	1	5	FFtrained	E	269	9039	
6	1	6	FFtrained	4	213	10067	
7	1	7	FFtrained	V	435	11029	
8	1	8	FFtrained	3	178	12222	
9	1	9	FFtrained	I	286	13151	
10	1	10	FFtrained	R	366	14195	
11	1	1	FFfamiliar	e	435	18343	
12	1	2	FFfamiliar	d	199	19534	
13	1	3	FFfamiliar	i	366	20496	
14	1	4	FFfamiliar	h	331	21623	
15	1	5	FFfamiliar	a	214	22717	
16	1	6	FFfamiliar	g	269	23679	
17	1	7	FFfamiliar	j	249	24690	
18	1	8	FFfamiliar	FFfamiliarTarget	286	25701	
19	1	9	FFfamiliar	c	178	26746	
20	1	10	FFfamiliar	b	213	27674	
21	1	1	FFnew	f	199	33655	
22	1	2	FFnew	u	269	34605	
23	1	3	FFnew	t	286	35632	
24	1	4	FFnew	l	249	36677	
25	1	5	FFnew	h	331	37688	
26	1	6	FFnew	t	213	38783	
27	1	7	FFnew	FFnewTarget	178	39744	
28	1	8	FFnew	c	366	40673	
29	1	9	FFnew	q	435	41800	
30	1	10	FFnew	p	214	42994	
31	1	1	letter	u	331	50960	
32	1	2	letter	p	366	52046	
33	1	3	letter	LetterTarget	269	53173	
34	1	4	letter	g	286	54201	
35	1	5	letter	b	199	55246	
36	1	6	letter	a	214	56207	
37	1	7	letter	m	178	57169	
38	1	8	letter	z	213	58081	
39	1	9	letter	LetterTarget	435	59042	
40	1	10	letter	e	249	60236	
41	2	1	FFtrained	:	214	70266	
42	2	2	FFtrained	4	213	71228	
43	2	3	FFtrained	FFtrainedTarget	199	72173	
44	2	4	FFtrained	R	435	73135	
45	2	5	FFtrained	V	249	74328	
46	2	6	FFtrained	I	366	75340	
47	2	7	FFtrained	3	331	76467	
48	2	8	FFtrained	0	269	77561	
49	2	9	FFtrained	E	286	78589	
50	2	10	FFtrained	N	178	79634	
51	2	1	FFfamiliar	d	269	89581	
52	2	2	FFfamiliar	i	435	90609	
53	2	3	FFfamiliar	j	286	91803	
54	2	4	FFfamiliar	f	213	92848	
55	2	5	FFfamiliar	b	214	93809	
56	2	6	FFfamiliar	h	366	94771	
57	2	7	FFfamiliar	a	178	95882	
58	2	8	FFfamiliar	FFfamiliarTarget	199	96810	
59	2	9	FFfamiliar	c	249	97772	
60	2	10	FFfamiliar	e	331	98783	
61	2	1	FFnew	u	214	106896	
62	2	2	FFnew	l	178	107852	
63	2	3	FFnew	j	435	108764	
64	2	4	FFnew	FFnewTarget	331	109958	
65	2	5	FFnew	q	249	111052	
66	2	6	FFnew	t	286	112063	
67	2	7	FFnew	FFnewTarget	199	113108	
68	2	8	FFnew	h	269	114069	
69	2	9	FFnew	p	366	115097	
70	2	10	FFnew	t	213	116224	
71	2	1	letter	a	178	122204	
72	2	2	letter	m	286	123122	
73	2	3	letter	e	366	124166	
74	2	4	letter	t	249	125293	
75	2	5	letter	p	214	126305	
76	2	6	letter	u	199	127266	
77	2	7	letter	b	269	128211	
78	2	8	letter	z	213	129239	
79	2	9	letter	g	331	130201	
80	2	10	letter	r	435	131295	
81	3	1	FFtrained	E	331	135507	
82	3	2	FFtrained	R	435	136601	
83	3	3	FFtrained	N	366	137794	
84	3	4	FFtrained	A	269	138922	
85	3	5	FFtrained	V	213	139950	
86	3	6	FFtrained	3	286	140911	
87	3	7	FFtrained	4	249	141956	
88	3	8	FFtrained	FFtrainedTarget	178	142967	
89	3	9	FFtrained	:	199	143895	
90	3	10	FFtrained	0	214	144857	
91	3	1	FFfamiliar	g	214	152821	
92	3	2	FFfamiliar	j	366	153777	
93	3	3	FFfamiliar	h	199	154888	
94	3	4	FFfamiliar	FFfamiliarTarget	249	155849	
95	3	5	FFfamiliar	i	286	156861	
96	3	6	FFfamiliar	FFfamiliarTarget	269	157905	
97	3	7	FFfamiliar	b	435	158933	
98	3	8	FFfamiliar	d	213	160127	
99	3	9	FFfamiliar	a	331	161088	
100	3	10	FFfamiliar	c	178	162182	
101	3	1	FFnew	t	178	166129	
102	3	2	FFnew	p	213	167057	
103	3	3	FFnew	c	286	168018	
104	3	4	FFnew	l	249	169063	
105	3	5	FFnew	f	331	170074	
106	3	6	FFnew	t	366	171168	
107	3	7	FFnew	h	199	172296	
108	3	8	FFnew	j	269	173257	
109	3	9	FFnew	q	214	174285	
110	3	10	FFnew	u	435	175247	
111	3	1	letter	g	331	185442	
112	3	2	letter	z	199	186538	
113	3	3	letter	a	366	187499	
114	3	4	letter	e	435	188627	
115	3	5	letter	p	286	189820	
116	3	6	letter	b	249	190865	
117	3	7	letter	r	178	191876	
118	3	8	letter	u	269	192805	
119	3	9	letter	LetterTarget	214	193832	
120	3	10	letter	m	213	194794	
121	4	1	FFtrained	I	178	200757	
122	4	2	FFtrained	4	331	201674	
123	4	3	FFtrained	A	199	202769	
124	4	4	FFtrained	FFtrainedTarget	366	203730	
125	4	5	FFtrained	0	286	204858	
126	4	6	FFtrained	V	435	205902	
127	4	7	FFtrained	FFtrainedTarget	213	207096	
128	4	8	FFtrained	E	269	208058	
129	4	9	FFtrained	N	214	209086	
130	4	10	FFtrained	:	249	210047	
131	4	1	FFfamiliar	e	331	216060	
132	4	2	FFfamiliar	i	366	217143	
133	4	3	FFfamiliar	g	214	218270	
134	4	4	FFfamiliar	j	199	219232	
135	4	5	FFfamiliar	b	178	220177	
136	4	6	FFfamiliar	f	269	221105	
137	4	7	FFfamiliar	d	286	222133	
138	4	8	FFfamiliar	h	213	223178	
139	4	9	FFfamiliar	a	435	224140	
140	4	10	FFfamiliar	c	249	225333	
141	4	1	FFnew	h	286	235363	
142	4	2	FFnew	t	178	236408	
143	4	3	FFnew	u	331	237337	
144	4	4	FFnew	FFnewTarget	435	238431	
145	4	5	FFnew	q	249	239625	
146	4	6	FFnew	p	199	240636	
147	4	7	FFnew	c	213	241598	
148	4	8	FFnew	l	214	242559	
149	4	9	FFnew	t	269	243521	
150	4	10	FFnew	f	366	244532	
151	4	1	letter	g	331	248678	
152	4	2	letter	b	366	249771	
153	4	3	letter	e	269	250899	
154	4	4	letter	m	249	251927	
155	4	5	letter	LetterTarget	178	252938	
156	4	6	letter	r	435	253866	
157	4	7	letter	t	213	255060	
158	4	8	letter	a	199	256022	
159	4	9	letter	u	214	256983	
160	4	10	letter	z	286	257945	
161	5	1	FFtrained	0	249	265991	
162	5	2	FFtrained	V	435	266997	
163	5	3	FFtrained	3	213	268191	
164	5	4	FFtrained	:	214	269152	
165	5	5	FFtrained	FFtrainedTarget	366	270114	
166	5	6	FFtrained	R	269	271225	
167	5	7	FFtrained	E	286	272253	
168	5	8	FFtrained	N	178	273297	
169	5	9	FFtrained	I	199	274226	
170	5	10	FFtrained	A	331	275187	
171	5	1	FFfamiliar	a	199	285300	
172	5	2	FFfamiliar	f	214	286262	
173	5	3	FFfamiliar	c	269	287224	
174	5	4	FFfamiliar	e	366	288252	
175	5	5	FFfamiliar	FFfamiliarTarget	249	289379	
176	5	6	FFfamiliar	h	213	290391	
177	5	7	FFfamiliar	FFfamiliarTarget	286	291352	
178	5	8	FFfamiliar	d	331	292397	
179	5	9	FFfamiliar	j	178	293491	
180	5	10	FFfamiliar	i	435	294419	
181	5	1	FFnew	h	178	298631	
182	5	2	FFnew	p	366	299559	
183	5	3	FFnew	t	249	300686	
184	5	4	FFnew	l	286	301698	
185	5	5	FFnew	t	269	302742	
186	5	6	FFnew	f	331	303770	
187	5	7	FFnew	u	214	304864	
188	5	8	FFnew	q	199	305826	
189	5	9	FFnew	c	213	306771	
190	5	10	FFnew	j	435	307733	
191	5	1	letter	a	213	313944	
192	5	2	letter	g	435	314895	
193	5	3	letter	m	331	316089	
194	5	4	letter	LetterTarget	214	317183	
195	5	5	letter	p	178	318144	
196	5	6	letter	e	249	319056	
197	5	7	letter	r	286	320068	
198	5	8	letter	z	269	321112	
199	5	9	letter	b	199	322140	
200	5	10	letter	t	366	323102	
201	6	1	FFtrained	R	249	331247	
202	6	2	FFtrained	4	213	332253	
203	6	3	FFtrained	FFtrainedTarget	199	333215	
204	6	4	FFtrained	A	331	334177	
205	6	5	FFtrained	0	366	335271	
206	6	6	FFtrained	:	214	336398	
207	6	7	FFtrained	V	286	337360	
208	6	8	FFtrained	3	178	338388	
209	6	9	FFtrained	FFtrainedTarget	269	339316	
210	6	10	FFtrained	E	435	340344	
211	6	1	FFfamiliar	f	435	348556	
212	6	2	FFfamiliar	j	199	349745	
213	6	3	FFfamiliar	a	366	350706	
214	6	4	FFfamiliar	b	286	351834	
215	6	5	FFfamiliar	e	178	352878	
216	6	6	FFfamiliar	d	214	353807	
217	6	7	FFfamiliar	h	213	354768	
218	6	8	FFfamiliar	i	249	355713	
219	6	9	FFfamiliar	c	331	356725	
220	6	10	FFfamiliar	g	269	357819	
221	6	1	FFnew	t	214	363865	
222	6	2	FFnew	t	249	364815	
223	6	3	FFnew	f	178	365810	
224	6	4	FFnew	FFnewTarget	199	366739	
225	6	5	FFnew	p	213	367700	
226	6	6	FFnew	u	269	368662	
227	6	7	FFnew	c	366	369690	
228	6	8	FFnew	h	435	370817	
229	6	9	FFnew	q	331	372011	
230	6	10	FFnew	l	286	373105	
231	6	1	letter	z	213	383168	
232	6	2	letter	b	269	384130	
233	6	3	letter	g	249	385158	
234	6	4	letter	a	366	386169	
235	6	5	letter	u	214	387297	
236	6	6	letter	t	199	388258	
237	6	7	letter	r	435	389204	
238	6	8	letter	LetterTarget	331	390397	
239	6	9	letter	e	286	391491	
240	6	10	letter	p	178	392536	
241	7	1	FFtrained	N	213	396483	
242	7	2	FFtrained	0	366	397443	
243	7	3	FFtrained	V	214	398571	
244	7	4	FFtrained	R	199	399532	
245	7	5	FFtrained	A	435	400477	
246	7	6	FFtrained	4	331	401671	
247	7	7	FFtrained	E	178	402765	
248	7	8	FFtrained	:	269	403694	
249	7	9	FFtrained	3	249	404722	
250	7	10	FFtrained	I	286	405733	
251	7	1	FFfamiliar	d	199	411796	
